"FSCS Key","Library Name","Locale","Service Area Population","Total Circulation","Percentage of Children's Material Circulation","Electronic Material Circulation","Print Material Circulation","Other Physical Item Circulation","Central Library","Branch Library","Bookmobiles","Internet Computers","Computer Uses","Wireless Sessions","Total Library Programs","Children's Programs","Young Adult Programs","Adult Programs","Total Program Attendance","Children's Program Attendance","Adult Program Attendance","General Interest Program Attendance","General Interest Programs","Local Revenue ($)","State Revenue ($)","Federal Revenue ($)","Other Revenue ($)","Total Revenue ($)","Hours/Year","Physical Visits","Reference Transactions","Registered Users","Inter-library Loans to Other Library","Inter-library Loans from Other Library"
"NY0181","SOUTH NEW BERLIN FREE LIBRARY","Rural",637,4787,23,158,4629,2497,1,0,0,5,65,730,40,25,0,15,213,117,96,0,0,50300,3855,0,16248,70403,1976,2416,651,224,1483,1647
"NY0182","ANDES PUBLIC LIBRARY","Rural",1114,5042,16,331,4711,1278,1,0,0,3,131,1872,58,30,2,22,976,316,284,374,4,45000,3929,0,15187,64116,1200,3706,126,293,2876,1382
"NY0183","FAIRVIEW PUBLIC LIBRARY","Rural",3336,11764,18,2305,9459,1443,1,0,0,5,1914,1100,58,25,0,14,474,231,106,137,19,26500,1520,0,69260,97280,1612,7552,780,1144,1445,2558
"NY0184","BOVINA PUBLIC LIBRARY","Rural",658,2078,27,0,2078,803,1,0,0,2,329,5110,3,0,0,3,22,0,22,0,0,8400,1429,0,21473,31302,1040,1701,369,215,2,438
"NY0185","CANNON FREE LIBRARY","Town",4795,21122,39,4000,17122,2500,1,0,0,3,635,1307,289,153,0,136,2819,2165,654,0,0,0,1484,0,282904,284388,1850,11711,902,1642,1439,3684
"NY0186","SKENE MEMORIAL LIBRARY","Rural",210,1419,16,114,1305,66,1,0,0,4,390,1950,27,4,0,22,177,54,121,2,1,25000,1382,0,8999,35381,972,2280,51,111,738,351
"NY0187","FRANKLIN FREE LIBRARY","Rural",2288,4305,29,732,3573,829,1,0,0,3,336,1058,57,6,0,36,671,94,328,249,15,42500,3855,0,19099,65454,1196,2419,235,385,1089,1169
"NY0188","LOUISE ADELIA READ MEMORIAL LIBRARY","Rural",2503,9873,14,616,9257,3641,1,0,0,6,893,10220,187,41,4,94,1072,602,269,193,48,89652,2605,0,25490,117747,1530,4834,1530,1289,3313,1679
"NY0189","ROXBURY LIBRARY ASSOCIATION","Rural",2247,10358,31,320,10038,265,1,0,0,4,1200,225,52,0,0,52,208,0,208,0,0,17500,1429,0,30759,49688,1253,4025,151,3282,555,2775
"NY0190","SIDNEY MEMORIAL PUBLIC LIBRARY","Town",7317,44130,33,1630,42500,9902,1,2,0,8,2504,11497,623,401,62,119,5628,4802,234,331,41,575033,29247,0,19592,623872,4533,24383,8734,3979,7177,6225
"NY0191","STAMFORD VILLAGE LIBRARY","Rural",2505,13002,30,2179,10823,1766,1,0,0,7,1478,19345,268,72,33,147,2167,623,1053,296,16,46400,1429,0,96526,144355,1703,10833,2512,1264,3504,3278
"NY0192","WILLIAM B. OGDEN FREE LIBRARY","Town",2885,17134,26,2485,14649,3607,1,0,0,11,943,3899,285,76,12,158,2696,827,781,1010,39,130215,2744,0,85607,218566,1560,8558,1432,1191,1476,4370
"NY0193","CHERRY VALLEY MEMORIAL LIBRARY","Rural",1229,5938,13,809,5129,2107,1,0,0,2,191,307,30,16,8,1,62,15,6,29,5,41200,5697,0,7415,54312,1040,2337,12,325,613,1248
"NY0194","VILLAGE LIBRARY OF COOPERSTOWN","Rural",5523,37034,27,6069,30965,4537,1,0,0,4,2932,104630,78,36,7,35,1568,996,507,0,0,126718,2246,0,30402,159366,2000,25780,4380,2843,3253,6674
"NY0196","EDMESTON FREE LIBRARY","Rural",1907,2019,27,52,1967,30,1,0,0,2,37,1820,24,19,0,5,119,84,35,0,0,20250,1429,0,75472,97151,1000,1908,75,294,1091,377
"NY0197","GILBERTSVILLE FREE LIBRARY","Rural",308,4181,35,457,3724,107,1,0,0,1,208,446,18,7,0,11,66,11,55,0,0,6450,3855,0,31303,41608,970,1958,2356,322,1241,1664
"NY0198","KINNEY MEMORIAL LIBRARY","Rural",1952,19985,34,679,19306,7620,1,0,0,6,2897,12765,124,65,16,39,1488,780,370,305,4,67400,1428,0,8841,77669,1196,5841,532,587,3273,8060
"NY0199","MILFORD FREE LIBRARY","Rural",367,1994,9,2,1992,179,1,0,0,2,175,1089,2,2,0,0,13,13,0,0,0,30000,1466,0,1549,33015,1020,866,65,1043,2,214
"NY0200","MORRIS LIBRARY","Rural",2495,4595,23,686,3909,898,1,0,0,2,75,650,12,2,3,5,44,8,15,17,2,57785,2605,0,4545,64935,1300,2701,125,458,1444,1334
"NY0201","HUNTINGTON MEMORIAL LIBRARY","Town",13079,103305,27,14279,89026,16889,1,0,0,18,4446,45240,186,106,17,56,3338,2186,407,666,7,545932,11142,0,365843,922917,2964,57601,1512,7405,6182,19076
"NY0202","HARRIS MEMORIAL LIBRARY","Rural",2756,2298,31,0,2298,172,1,0,0,2,24,150,199,94,32,67,1079,400,599,20,6,4883,1291,0,16069,22243,1768,2270,20,104,1826,631
"NY0203","RICHFIELD SPRINGS PUBLIC LIBRARY","Rural",1050,16392,39,734,15658,1834,1,0,0,4,620,481,120,49,30,39,2575,305,125,2125,2,69975,1300,0,9264,80539,1754,10085,1071,1069,1999,4953
"NY0205","UNADILLA PUBLIC LIBRARY","Town",1065,3547,35,545,3002,347,1,0,0,7,369,250,17,8,0,2,358,35,34,289,7,30000,2493,0,12260,44753,1199,1326,64,559,1973,1499
"NY0206","WORCESTER FREE LIBRARY","Rural",2354,10477,22,565,9912,2012,1,0,0,7,382,9855,151,125,0,0,3035,2470,0,565,26,50000,1452,0,26716,78168,1820,5707,199,876,2016,3289
"NY0208","CHATHAM PUBLIC LIBRARY","Rural",9194,93485,21,32928,60557,12333,1,1,0,6,546,7512,485,134,36,311,2914,1031,1817,37,4,394575,3000,2432,54829,454836,2652,38722,6240,5246,9939,15502
"NY0210","GERMANTOWN LIBRARY","Rural",1936,16220,27,4338,11882,2066,1,0,0,6,878,1609,82,8,9,50,906,67,596,231,15,93000,1429,0,78047,172476,1820,5813,38,1427,2732,3496
"NY0211","ROELIFF JANSEN COMMUNITY LIBRARY","Rural",6617,45963,22,12322,33641,9740,1,0,0,7,1119,6752,250,116,6,126,4331,2231,1780,285,2,150106,7968,0,276069,434143,2206,27676,2700,4468,7600,7373
"NY0212","HUDSON AREA ASSOCIATION LIBRARY","Town",10367,43024,31,9514,33510,6495,1,0,0,11,5769,9721,526,83,114,305,6126,1675,2798,923,24,261800,3583,13215,271587,550185,2127,47226,2392,6300,7578,7407
"NY0213","KINDERHOOK MEMORIAL LIBRARY","Town",6404,59004,37,9814,49190,7330,1,0,0,6,1258,12043,284,62,92,121,3142,1058,1398,187,9,297130,1707,0,108673,407510,2444,27748,3497,4117,5610,9744
"NY0214","LIVINGSTON FREE LIBRARY","Rural",343,7680,25,2274,5406,1435,1,0,0,1,16,345,27,0,0,23,640,0,583,57,4,31500,1291,0,11736,44527,720,3895,84,617,903,3136
"NY0215","NEW LEBANON LIBRARY","Rural",2514,19261,27,2986,16275,4018,1,0,0,6,1248,6278,132,76,6,41,1546,661,510,119,9,158000,4434,0,25890,188324,2288,7088,4940,2256,4941,3046
"NY0216","NORTH CHATHAM FREE LIBRARY","Rural",1108,13664,27,4692,8972,1442,1,0,0,4,520,1610,211,40,1,167,1972,315,1548,97,3,68000,4965,8204,36511,117680,1248,4200,61,806,4271,2395
"NY0217","PHILMONT PUBLIC LIBRARY","Rural",1377,23568,29,4246,19322,7773,1,0,0,10,941,6888,55,17,12,22,1454,487,668,134,4,52500,2083,0,20294,74877,1200,6997,1149,1395,3474,4870
"NY0218","VALATIE FREE LIBRARY","Town",4167,28512,17,14930,13582,2920,1,0,0,5,212,3538,130,61,4,61,1600,931,429,169,4,83000,1429,0,22329,106758,1716,5775,69,2255,1797,3470
"NY0219","AMENIA FREE LIBRARY","Rural",3769,14627,29,2874,11753,1899,1,0,0,4,784,1747,199,164,8,11,1827,1548,97,152,16,174661,1533,0,61070,237264,1581,26000,1800,1047,3379,2641
"NY0220","HOWLAND PUBLIC LIBRARY","Suburban",27494,99766,36,19729,80037,17272,1,0,0,6,2929,9530,140,26,41,71,1298,270,631,138,2,1226309,69781,0,52946,1349036,1969,103000,1802,8741,17095,14839
"NY0221","DOVER PLAINS LIBRARY","Rural",8415,24379,34,5396,18983,4515,1,0,0,9,1568,5363,371,127,76,147,2567,1067,1032,240,21,275000,52244,0,67219,394463,2816,32930,1680,4550,4509,3490
"NY0222","EAST FISHKILL PUBLIC LIBRARY DISTRICT","Suburban",29707,207220,35,65730,141490,22203,1,0,0,8,1920,4624,467,145,7,315,4050,2243,1745,0,0,1026521,8751,0,25762,1061034,3016,68849,8753,10465,16353,18970
"NY0223","BLODGETT MEMORIAL LIBRARY DISTRICT OF FISHKILL","Suburban",12972,60966,27,9984,50982,6405,1,0,0,15,2410,8966,249,102,11,126,5502,1026,2856,1507,10,695055,4429,0,8860,708344,2080,40131,27000,4504,11166,9945
"NY0224","HYDE PARK LIBRARY DISTRICT","Suburban",17492,48731,19,15318,33413,12532,1,0,0,6,3224,5640,432,146,27,223,3633,1549,1248,718,36,469136,7167,102,65447,541852,2513,36288,4177,4958,7398,10406
"NY0225","MILLBROOK LIBRARY","Rural",4522,39274,30,7323,31951,5098,1,0,0,7,624,4843,449,249,50,150,6295,3381,2399,0,0,184000,4530,0,378149,566679,2184,29394,1845,3681,12726,5497
"NY0226","NORTH EAST- MILLERTON LIBRARY","Rural",2971,19843,33,2495,17348,4130,1,0,0,5,1560,927,281,115,42,106,2593,915,879,619,18,165000,1429,0,82938,249367,1661,18200,3380,1908,7246,2574
"NY0227","PAWLING FREE LIBRARY","Suburban",8012,46694,39,11148,35546,6298,1,0,0,13,3274,42900,608,210,119,279,5718,2896,2087,0,0,542838,6916,0,126775,676529,2772,54225,2282,5308,7259,6397
"NY0228","PINE PLAINS FREE LIBRARY","Rural",2218,15765,23,5856,9909,2071,1,0,0,8,1300,1044,370,117,64,177,3352,1937,850,314,12,99500,1429,0,71391,172320,1664,8229,5600,1391,2059,2066
"NY0229","PLEASANT VALLEY FREE LIBRARY","Suburban",9799,96768,31,13085,83683,17326,1,0,0,17,6400,5200,643,235,42,354,9576,4575,3539,927,12,495000,2990,0,108884,606874,2400,64884,4000,5410,18352,8124
"NY0230","GREATER POUGHKEEPSIE LIBRARY DISTRICT","City",76121,362412,24,106197,256215,64863,1,2,1,53,47516,37735,2516,637,205,1572,39510,8622,14408,15129,102,8268345,288057,0,443395,8999797,7771,248161,11816,36059,73622,35014
"NY0231","LAGRANGE ASSOCIATION LIBRARY","Suburban",15975,78846,27,21915,56931,15650,1,0,0,6,922,461,259,183,23,53,4073,2524,1484,0,0,792409,4811,0,120681,917901,2232,20987,4993,8357,17712,7387
"NY0232","BEEKMAN LIBRARY","Suburban",14172,75589,33,26489,49100,7024,1,0,0,8,2389,4153,563,392,45,71,5585,3927,619,771,55,443848,4197,0,50839,498884,2399,22389,1623,6955,9880,7840
"NY0233","RED HOOK PUBLIC LIBRARY","Town",1975,75159,40,13174,61985,13938,1,0,0,4,4517,6937,632,207,128,269,6659,2661,1899,932,28,651401,1572,0,50839,703812,1940,47589,5008,5392,7829,13224
"NY0234","STARR INSTITUTE","Town",7596,74961,32,13132,61829,10178,1,0,0,21,10500,15000,639,96,13,504,12079,889,9444,1548,26,394800,2343,0,164010,561153,2590,98000,1200,5637,10835,4489
"NY0235","MORTON MEMORIAL LIBRARY AND COMMUNITY HOUSE","Rural",622,4788,15,932,3856,1215,1,0,0,2,117,2580,368,112,77,157,3945,867,1940,616,22,107000,1459,0,58191,166650,1872,7887,4231,428,2369,1618
"NY0236","STAATSBURG LIBRARY","Rural",3529,24561,33,6991,17570,3042,1,0,0,8,416,4596,633,206,56,326,6275,2904,1834,832,45,170917,1572,0,70518,243007,1740,10320,1352,1422,5876,3478
"NY0237","STANFORD FREE LIBRARY","Rural",3682,30790,42,4970,25820,4099,1,0,0,4,313,4719,457,109,1,347,3913,1767,2133,0,0,142000,25735,0,171726,339461,2132,18412,754,1817,5447,4553
"NY0238","TIVOLI FREE LIBRARY","Rural",1012,16723,29,5050,11673,2002,1,0,0,3,478,4650,408,169,19,166,3463,874,1256,1267,54,210100,1429,0,17003,228532,2038,7977,778,1464,4802,3164
"NY0239","GRINNELL PUBLIC LIBRARY DISTRICT","Suburban",26672,120826,30,42609,78217,18358,1,0,0,10,4180,30265,700,181,70,445,4501,1993,2128,85,4,1001983,8747,0,30283,1041013,2907,58007,2885,12400,20101,12194
"NY0240","D.R. EVARTS LIBRARY","Rural",2937,10346,16,3364,6982,1592,1,0,0,5,93,2901,363,177,71,103,2475,1094,967,144,12,140683,1429,0,14651,156763,2340,5214,539,1943,1989,2493
"NY0241","CAIRO PUBLIC LIBRARY","Town",6644,35025,22,6818,28207,12742,1,0,0,11,2095,5160,175,32,6,133,2628,783,1619,193,4,218189,7434,0,16507,242130,1844,11949,2995,4402,6756,5309
"NY0242","CATSKILL PUBLIC LIBRARY","Town",11969,43797,22,9661,34136,15362,1,1,0,31,2870,0,280,192,57,31,3337,3080,126,0,0,846986,4095,0,100770,951851,3562,14516,4576,6048,14262,6942
"NY0243","HEERMANCE MEMORIAL LIBRARY","Town",8382,31215,28,6212,25003,5454,1,0,0,12,901,10821,293,61,2,230,2406,584,1802,0,0,275254,2739,0,19619,297612,1872,9947,1925,2609,4762,7156
"NY0244","GREENVILLE PUBLIC LIBRARY","Rural",3741,49058,34,8621,40437,11604,1,0,0,6,5217,12188,115,47,15,38,1742,762,354,507,15,173379,1429,0,17152,191960,2184,20592,6527,4200,5697,8666
"NY0245","MOUNTAIN TOP LIBRARY","Rural",2304,23217,39,3797,19420,3039,1,0,0,6,943,2349,202,66,1,118,1438,593,444,360,17,108099,2200,14465,74728,199492,1989,11064,3000,1756,3260,5618
"NY0246","HUNTER PUBLIC LIBRARY","Rural",3884,6353,5,2407,3946,1749,1,0,0,4,605,4827,58,24,2,31,350,128,159,57,1,68090,1429,0,8183,77702,1872,2605,222,953,2245,997
"NY0247","WINDHAM PUBLIC LIBRARY","Rural",1708,21706,37,3838,17868,4767,1,0,0,7,2543,1426,190,161,7,16,2361,1881,242,12,6,114580,1429,0,6805,122814,2080,15899,12807,1761,3998,4082
"NY0248","BREWSTER PUBLIC LIBRARY","Suburban",18058,52081,26,19216,32865,7180,1,0,0,8,1608,12000,921,319,176,422,7674,3305,3995,20,4,502492,10720,0,14826,528038,2704,36880,7859,6268,7917,9289
"NY0249","REED MEMORIAL LIBRARY","Suburban",8976,35711,21,15419,20292,5055,1,0,0,5,1041,2696,656,172,2,480,6599,2414,3885,275,2,238265,340823,0,5184,584272,2184,8755,3177,3922,6574,4980
"NY0250","JULIA L. BUTTERFIELD MEMORIAL LIBRARY","Town",2610,49676,33,14251,35425,6830,1,0,0,12,3640,9827,236,96,75,27,3695,1455,540,950,38,379392,101510,0,58134,539036,2652,36500,54600,3457,7019,9285
"NY0251","ALICE CURTIS DESMOND & HAMILTON FISH LIB","Rural",7221,38069,31,12318,25751,5475,1,0,0,6,7801,10278,457,226,12,171,3753,1185,2204,312,48,342500,2921,0,124833,470254,2496,22980,2243,2750,7660,5386
"NY0252","KENT PUBLIC LIBRARY","Suburban",12900,72850,34,18827,54023,11340,1,0,0,12,2791,15331,676,351,26,276,11692,5542,3191,2727,23,620871,30392,0,22723,673986,2392,59373,16231,6704,15106,7595
"NY0254","PATTERSON LIBRARY","Rural",11541,52967,24,10236,42731,10247,1,0,0,27,1939,14278,498,213,94,170,8075,2884,2043,2407,21,1064854,5995,0,23397,1094246,2652,41986,13844,4516,10959,11639
"NY0255","PUTNAM VALLEY FREE LIBRARY","Suburban",11762,33872,48,5198,28674,2667,1,0,0,5,624,10678,324,170,37,61,2824,871,1662,61,56,390928,4254,0,39478,434660,2028,40754,3012,5711,12378,7403
"NY0256","HIGHLAND PUBLIC LIBRARY","Suburban",12920,77664,35,21247,56417,16285,1,1,0,20,5928,4563,721,182,164,366,3907,1299,2164,70,9,923630,3802,0,16443,943875,2566,32760,18250,6012,10048,16291
"NY0257","HURLEY LIBRARY DISTRICT","Suburban",2981,40663,33,11072,29591,6263,1,0,0,4,817,3864,323,144,34,133,4997,2741,1218,705,12,211796,1581,0,38342,251719,2236,9469,2147,1939,4618,11572
"NY0258","KINGSTON LIBRARY","City",24069,110320,45,18563,91757,19206,1,0,0,21,23643,33871,418,116,39,260,3983,1336,1743,762,3,1072024,7813,0,42146,1121983,2808,116883,9332,13953,16409,12284
"NY0259","TOWN OF ULSTER PUBLIC LIBRARY","Suburban",12660,49017,24,11480,37537,11218,1,0,0,6,2687,2344,373,224,8,133,2949,2386,388,172,8,345375,3728,0,4815,353918,1694,40000,11000,3203,10348,8495
"NY0260","MARLBORO FREE LIBRARY","Suburban",13256,59155,35,16289,42866,15936,1,0,0,17,3086,28332,298,179,24,74,3192,1969,584,455,21,1015768,15557,9884,44615,1085824,3050,95970,479,5330,7711,6050
"NY0261","SARAH HULL HALLOCK FREE LIBRARY","Suburban",1650,7517,24,1533,5984,1601,1,0,0,6,255,4248,213,84,22,102,1780,907,445,296,5,152500,1429,0,19127,173056,2236,4931,971,859,4259,1258
"NY0262","PLATTEKILL PUBLIC LIBRARY","Rural",8222,23332,31,7953,15379,2743,1,0,0,3,946,16885,141,81,11,48,1033,674,326,18,1,468739,3824,0,5862,478425,2548,26800,1278,3029,8278,4173
"NY0263","ELTING MEMORIAL LIBRARY","Suburban",14407,93696,31,18566,75130,11534,1,0,0,12,7100,26326,222,79,56,68,2494,977,960,403,19,656000,4954,0,106649,767603,2797,72157,15250,8368,13824,16153
"NY0264","PHOENICIA LIBRARY","Rural",2866,22271,24,4509,17762,5138,1,0,0,6,2059,4371,243,61,0,182,3290,2310,980,0,0,185500,1429,0,52872,239801,1560,8923,5491,1921,4586,4580
"NY0265","MORTON MEMORIAL LIBRARY","Rural",275,4711,13,938,3773,1551,1,0,0,4,149,1333,36,14,0,20,495,241,204,50,2,55450,1492,0,8288,65230,1245,2694,1300,478,1615,1469
"NY0266","TOWN OF ESOPUS LIBRARY","Suburban",9548,63330,18,28145,35185,9851,1,0,0,14,1560,2210,285,100,16,161,2518,1037,1023,448,8,421317,2804,0,72120,496241,2132,20880,312,4730,9867,10761
"NY0267","ROSENDALE LIBRARY","Suburban",5782,46443,19,20969,25474,4918,1,0,0,6,948,11802,344,83,1,235,3130,920,1666,496,25,329000,2021,8466,14621,354108,2123,24272,1851,3065,5248,9935
"NY0268","SAUGERTIES PUBLIC LIBRARY","Suburban",19038,99350,34,17344,82006,16077,1,0,0,23,4763,25447,711,281,199,194,6733,3590,1445,457,37,617796,5633,0,19836,643265,2300,65210,9387,10656,18429,16298
"NY0269","STONE RIDGE PUBLIC LIBRARY","Rural",5658,59940,29,11351,48589,11866,1,0,0,2,3130,6605,419,20,31,368,3264,375,2739,0,0,296656,1508,0,114610,412774,2132,48556,1872,3838,8170,10636
"NY0270","WEST HURLEY PUBLIC LIBRARY","Suburban",3197,31801,23,4716,27085,6354,1,0,0,8,1746,4905,89,72,0,17,1257,1121,136,0,0,231863,1429,0,37525,270817,1060,13142,750,1278,6077,6135
"NY0271","OLIVE FREE LIBRARY ASSOCIATION","Rural",4226,27894,22,9353,18541,3895,1,0,0,6,1219,4889,391,56,11,302,2944,420,1399,1069,22,173742,14965,0,137168,325875,2050,20710,1116,2499,7276,3329
"NY0272","WOODSTOCK PUBLIC LIBRARY DISTRICT","Rural",6287,82726,21,13143,69583,24686,1,0,0,5,4500,11182,306,128,7,153,3271,1308,1223,728,18,603794,4746,0,83513,692053,2300,55545,12480,5061,18271,13989
"NY0274","DOLGEVILLE-MANHEIM PUBLIC LIBRARY","Rural",3197,8034,25,757,7277,2366,1,0,0,4,548,799,179,16,46,94,3278,824,1738,593,23,51397,1290,0,1216,53903,1716,5738,7584,1352,1877,2843
"NY0275","FRANKFORT FREE LIBRARY","Town",2320,9977,42,1421,8556,1134,1,0,0,6,684,404,253,174,28,40,2240,1621,217,286,11,124290,1407,0,14352,140049,1456,7851,624,1672,2144,1328
"NY0276","FRANK J. BASLOE PUBLIC LIBRARY","Town",9487,28336,29,4837,23499,6347,1,0,0,11,5391,915,223,174,1,36,2645,2030,447,153,12,348551,4724,0,12087,365362,2644,18211,445,4580,4096,4959
"NY0277","ILION FREE PUBLIC LIBRARY","Town",7646,31397,27,4855,26542,7019,1,0,0,7,1932,679,69,23,0,39,657,373,234,50,7,438563,2539,0,10269,451371,2704,17000,500,4335,4112,5098
"NY0278","JORDANVILLE PUBLIC LIBRARY","Rural",1622,3723,43,564,3159,617,1,0,0,5,335,184,42,30,0,4,447,394,21,32,8,35641,1291,0,15326,52258,1040,2561,424,451,797,476
"NY0279","LITTLE FALLS PUBLIC LIBRARY","Town",4605,28811,29,5332,23479,3991,1,0,0,10,2434,1593,355,177,61,111,4425,1633,2454,50,6,101333,15541,0,103480,220354,2704,20402,1025,3843,5134,4383
"NY0280","MIDDLEVILLE FREE LIBRARY","Rural",407,4119,25,632,3487,836,1,0,0,3,185,167,45,0,0,44,413,0,313,100,1,58591,1291,0,1063,60945,1664,2347,544,436,1200,669
"NY0281","WELLER LIBRARY","Town",2415,2817,16,1060,1757,122,1,0,0,4,311,380,0,0,0,0,0,0,0,0,0,36774,1382,0,831,38987,1612,1560,512,849,1052,369
"NY0282","NEWPORT FREE LIBRARY","Rural",543,4928,44,1264,3664,156,1,0,0,2,152,120,59,58,0,0,579,574,0,5,1,48591,1291,0,940,50822,1239,2951,82,707,1661,306
"NY0283","OLD FORGE LIBRARY","Rural",1797,17150,20,4345,12805,3189,1,0,0,4,848,2811,182,53,0,92,3255,662,1848,745,37,172591,108322,0,81221,362134,2132,15889,767,1550,2991,1882
"NY0284","POLAND DISTRICT PUBLIC LIBRARY","Rural",3982,21481,17,2070,19411,1862,1,0,0,2,153,342,26,26,0,0,215,215,0,0,0,50591,147121,0,201263,398975,1456,2100,1900,841,2642,2402
"NY0285","KIRBY FREE LIBRARY OF SALISBURY","Rural",1830,2167,24,439,1728,194,1,0,0,5,648,630,19,6,0,12,411,153,60,198,1,17091,1291,0,6041,24423,1040,2005,156,680,440,726
"NY0286","WEST WINFIELD LIBRARY","Rural",733,11265,18,1883,9382,1489,1,0,0,5,445,353,77,13,0,64,650,147,503,0,0,48275,1382,0,1812,51469,1322,6588,275,1439,2870,1682
"NY0287","CANASTOTA PUBLIC LIBRARY","Town",9457,46079,31,7673,38406,8402,1,0,0,7,2383,3311,509,42,14,416,4561,560,3598,296,37,347234,2833,0,31296,381363,2912,23712,6110,4922,3410,9773
"NY0288","CAZENOVIA PUBLIC LIBRARY SOCIETY","Town",6740,88921,33,12718,76203,18023,1,0,0,4,1447,2917,215,130,11,74,3047,1810,1181,0,0,504897,24547,0,24948,554392,2689,73516,4800,6135,9386,9296
"NY0289","SULLIVAN FREE LIBRARY","Rural",14794,47532,33,6092,41440,8093,1,1,0,13,3511,2228,296,147,4,122,3504,1521,1084,867,23,599881,4062,0,61117,665060,5464,59122,3321,6823,7468,6700
"NY0290","DERUYTER FREE LIBRARY","Rural",2270,14320,41,1900,12420,2385,1,0,0,6,483,208,81,71,0,10,935,848,87,0,0,1860,1290,0,2150,5300,1560,5656,1720,1075,1837,3705
"NY0291","EARLVILLE FREE LIBRARY","Rural",774,14055,34,2796,11259,1688,1,0,0,6,514,683,79,40,0,39,605,423,182,0,0,23097,25196,0,90086,138379,2002,8471,1975,1640,2427,1413
"NY0292","HAMILTON PUBLIC LIBRARY","Town",4107,44520,37,8366,36154,6101,1,0,0,9,1151,1832,176,130,5,29,3132,2041,198,882,12,266485,54570,0,33830,354885,2362,22553,2746,2954,3350,6043
"NY0293","MORRISVILLE PUBLIC LIBRARY","Rural",5579,17459,43,2324,15135,1766,1,0,0,7,818,768,255,137,24,30,5674,3731,285,1451,64,143769,2547,0,7600,153916,1982,8057,5008,1978,3191,3137
"NY0294","NEW WOODSTOCK FREE LIBRARY","Rural",971,16055,41,2132,13923,4626,1,0,0,4,227,167,114,58,6,20,926,543,83,270,30,196814,1546,0,4419,202779,2548,7051,852,1152,3821,1482
"NY0295","ONEIDA PUBLIC LIBRARY","Town",14235,44841,29,8558,36283,5731,1,0,0,20,2563,3864,576,92,38,365,8669,1781,4939,1451,81,400821,4218,0,53402,458441,1000,33845,10392,8272,4866,6398
"NY0296","BARNEVELD FREE LIBRARY ASSOCIATION","Rural",272,4264,51,619,3645,91,1,0,0,2,430,49,52,18,3,20,204,45,4,150,11,18766,1408,0,4958,25132,1144,6475,580,933,813,591
"NY0297","ERWIN LIBRARY & INSTITUTE","Rural",2020,12733,27,3265,9468,1008,1,0,0,4,796,394,135,0,0,0,2945,0,0,2945,135,25587,1408,0,137814,164809,1664,7640,7623,1874,869,2372
"NY0298","BRIDGEWATER FREE LIBRARY","Rural",1507,1219,14,390,829,174,1,0,0,5,236,194,0,0,0,0,0,0,0,0,0,3133,1429,0,211,4773,924,1276,769,281,657,52
"NY0299","CAMDEN LIBRARY ASSOCIATION","Rural",2196,22152,30,5292,16860,2508,1,0,0,5,501,285,66,54,2,10,562,490,60,0,0,24937,1429,0,93900,120266,1560,11544,312,3032,3341,1969
"NY0300","CLAYVILLE LIBRARY ASSOCIATION","Suburban",4332,8608,34,1882,6726,1463,1,0,0,6,171,272,56,12,0,11,3280,82,58,3140,33,55145,11834,12818,20301,100098,1197,5877,3868,1141,2165,1056
"NY0301","KIRKLAND TOWN LIBRARY","Suburban",10075,75293,36,13951,61342,10070,1,0,0,9,3012,2482,393,188,28,153,6819,4539,1197,831,24,345929,4665,31289,96932,478815,2808,35226,4663,6068,5679,9141
"NY0302","HOLLAND PATENT FREE LIBRARY","Rural",416,14384,40,3471,10913,1872,1,0,0,2,86,50,48,31,6,11,917,662,200,0,0,24898,1412,0,36149,62459,800,1950,375,940,607,3236
"NY0303","NEW HARTFORD PUBLIC LIBRARY","Suburban",21874,114792,33,20563,94229,11318,1,0,0,10,3349,2794,304,121,4,171,4586,2188,1811,563,8,327859,21583,0,24059,373501,2288,38350,8294,9923,8857,11629
"NY0304","NEW YORK MILLS PUBLIC LIBRARY","Suburban",3244,12557,10,2293,10264,1607,1,0,0,3,1269,350,6,6,0,0,60,60,0,0,0,58412,1546,0,909,60867,1950,6884,2480,1410,2834,1784
"NY0305","ORISKANY PUBLIC LIBRARY","Suburban",1315,4365,28,1735,2630,170,1,0,0,4,265,197,103,50,0,32,2797,468,441,1888,21,33131,1657,0,8984,43772,1430,5929,4447,863,1889,386
"NY0306","C. W. CLARK MEMORIAL LIBRARY","Rural",658,9312,25,1186,8126,2368,1,0,0,7,729,300,91,65,0,23,831,430,189,212,3,83151,1382,0,20458,104991,2028,3968,783,990,3920,1543
"NY0307","PROSPECT FREE LIBRARY","Rural",1070,1568,13,657,911,5,1,0,0,1,61,70,15,5,0,10,340,143,197,0,0,18107,1291,0,6165,25563,1170,639,65,222,764,213
"NY0308","DIDYMUS THOMAS LIBRARY","Rural",431,10465,46,1831,8634,739,1,0,0,6,872,519,47,38,0,6,1006,811,74,121,3,43134,1408,0,8113,52655,1040,6212,234,778,849,3181
"NY0309","THE JERVIS PUBLIC LIBRARY ASSOCIATION, INC.","Town",32127,159487,29,26441,133046,19461,1,0,0,26,11262,6497,572,303,121,53,14747,9836,741,3287,95,1421592,73866,225137,54125,1774720,3044,79727,24075,21401,24307,7768
"NY0310","SHERRILL-KENWOOD FREE LIBRARY","Town",3577,26068,29,5443,20625,3093,1,0,0,4,861,531,358,76,33,245,2985,930,1394,364,4,34729,2509,0,85032,122270,1670,13634,906,2300,2373,5076
