"FSCS Key","Library Name","Locale","Service Area Population","Total Circulation","Percentage of Children's Material Circulation","Electronic Material Circulation","Print Material Circulation","Other Physical Item Circulation","Central Library","Branch Library","Bookmobiles","Internet Computers","Computer Uses","Wireless Sessions","Total Library Programs","Children's Programs","Young Adult Programs","Adult Programs","Total Program Attendance","Children's Program Attendance","Adult Program Attendance","General Interest Program Attendance","General Interest Programs","Local Revenue ($)","State Revenue ($)","Federal Revenue ($)","Other Revenue ($)","Total Revenue ($)","Hours/Year","Physical Visits","Reference Transactions","Registered Users","Inter-library Loans to Other Library","Inter-library Loans from Other Library"
"AK0001","ANCHOR POINT PUBLIC LIBRARY","Rural",2105,8684,31,0,8684,0,1,0,0,5,1074,4591,150,106,38,4,898,532,26,147,2,0,17320,0,54554,71874,1404,5127,204,1950,0,30
"AK0007","BIG LAKE PUBLIC LIBRARY","Rural",10066,28701,50,0,28701,8,1,0,0,7,4252,4326,249,85,25,139,8722,4850,1133,0,0,404502,7000,6000,0,417502,2356,27063,947,2867,64,59
"AK0008","CANTWELL COMMUNITY LIBRARY","Rural",196,775,29,117,658,0,1,0,0,1,1,30,8,8,0,0,17,17,0,0,0,5000,7000,8028,3904,23932,720,480,20,170,0,0
"AK0011","CHINIAK PUBLIC LIBRARY","Rural",61,2303,20,109,2194,0,1,0,0,4,527,1438,144,86,36,6,1466,785,164,270,16,0,16704,3384,0,20088,600,2054,70,90,0,0
"AK0014","COLD BAY PUBLIC LIBRARY","Rural",50,1722,3,0,1722,0,1,0,0,3,58,31044,14,10,0,4,222,150,72,0,0,16900,20269,5482,0,42651,576,1196,0,136,0,0
"AK0015","COOPER LANDING COMMUNITY LIBRARY","Rural",344,349,0,325,24,24,1,0,0,5,355,2668,4,4,0,0,14,14,0,0,0,0,7000,6300,27603,40903,600,1155,20,135,0,42
"AK0016","CORDOVA PUBLIC LIBRARY","Rural",2609,13162,44,3505,9657,0,1,0,0,6,1582,10852,224,153,6,63,2034,1366,351,280,2,597507,7000,51554,0,656061,2027,11475,1400,3006,1,240
"AK0017","CRAIG PUBLIC LIBRARY","Rural",1036,17254,29,1274,15980,0,1,0,0,3,1104,11280,16,8,6,2,521,406,70,0,0,120921,11052,4052,416,136441,2304,5472,864,1991,0,412
"AK0019","DELTA COMMUNITY LIBRARY","Rural",918,40001,48,6822,33179,0,1,0,0,7,2374,13782,178,152,2,22,5297,4453,662,63,2,236620,11020,51100,6500,305240,2392,35949,3796,3366,59,739
"AK0020","DILLINGHAM PUBLIC LIBRARY","Rural",2249,6601,0,1083,5518,729,1,0,0,5,757,3591,108,29,28,4,480,177,34,190,47,142444,19226,16000,1161,178831,1560,3568,49,3777,0,127
"AK0021","EAGLE PUBLIC LIBRARY","Rural",83,3731,0,212,3519,13,1,0,0,3,153,5460,3,1,1,0,28,5,0,20,1,2000,7000,9350,2144,20494,0,1020,0,220,0,0
"AK0023","FAIRBANKS NORTH STAR BOROUGH PUBLIC LIBRARIES","City",95655,538267,30,121270,416997,0,1,1,1,63,14538,0,432,174,115,58,8441,2981,308,3402,85,5734176,21000,19606,45613,5820395,5844,203237,43750,42522,774,660
"AK0025","CHARLES EVANS COMMUNITY/SCHOOL LIBRARY","Rural",472,7549,30,0,7549,4367,1,0,0,1,448,1,427,273,45,108,5917,4461,722,419,1,19587,7000,13500,0,40087,750,2664,67,532,0,27
"AK0028","GUSTAVUS PUBLIC LIBRARY","Rural",655,9950,37,1463,8487,0,1,0,0,6,193,4400,75,37,19,15,902,347,156,282,4,105872,10000,5992,12738,134602,1352,3327,115,643,0,147
"AK0029","HAINES BOROUGH PUBLIC LIBRARY","Rural",2080,88180,0,3891,84289,86,1,0,0,10,7171,17086,1400,1374,3,21,19961,19059,427,462,2,436325,14003,43752,30683,524763,2288,37500,327,3198,70,82
"AK0030","TRI-VALLEY COMMUNITY LIBRARY","Rural",966,3590,10,3156,434,379,1,0,0,2,157,414,11,7,0,3,514,473,37,4,1,5000,7000,36000,1417,49417,816,1162,47,1057,0,63
"AK0031","HOLLIS PUBLIC LIBRARY","Rural",65,2278,2,0,2278,0,1,0,0,1,121,850,46,30,9,5,391,171,78,60,2,2000,7000,0,1012,10012,903,1724,433,302,0,0
"AK0032","HOMER PUBLIC LIBRARY","Rural",5522,129584,34,25186,104398,0,1,0,0,13,9026,16045,232,89,22,45,7714,6622,338,649,76,955300,7000,25091,8763,996154,2596,67357,4485,10747,225,251
"AK0033","HOPE SUNRISE COMMUNITY LIBRARY","Rural",161,757,19,0,757,0,1,0,0,2,260,800,6,3,1,2,0,0,0,0,0,0,7000,0,25225,32225,780,1541,52,170,0,30
"AK0038","KENAI COMMUNITY LIBRARY","Town",7424,97507,31,17283,80224,0,1,0,0,21,5535,75460,274,204,26,43,10196,8163,1410,5,1,936183,12476,28300,0,976959,2667,48220,9561,6822,0,10
"AK0039","KETCHIKAN PUBLIC LIBRARY","Town",13948,82167,37,21378,60789,13,1,0,0,8,3498,1662,44,12,8,10,1167,178,60,881,14,1271869,7000,0,0,1278869,2496,33824,4200,9005,338,124
"AK0040","KODIAK PUBLIC LIBRARY","Town",12761,52546,38,11367,41179,0,1,0,0,10,2707,13921,143,71,33,19,2909,2208,147,352,20,911558,0,23648,0,935206,2496,34780,320,9360,87,37
"AK0041","CHUKCHI CONSORTIUM LIBRARY","Town",3102,1262,4,0,1262,652,1,0,0,10,623,328,8,4,2,0,37,18,0,14,2,0,7000,6000,0,13000,2010,1259,0,1254,0,0
"AK0044","MCGRATH COMMUNITY LIBRARY","Rural",301,781,41,0,781,0,1,0,0,4,50,750,6,3,1,1,220,44,145,17,1,9000,7000,29540,1200,46740,800,190,5,384,0,57
"AK0051","NINILCHIK COMMUNITY LIBRARY","Rural",845,6710,5,1161,5549,0,1,0,0,5,540,411,3,2,0,0,46,11,0,35,1,4500,7000,6000,22539,40039,900,3041,0,602,0,75
"AK0052","KEGOAYAH KOZGA LIBRARY","Town",3699,7660,58,1617,6043,0,1,0,0,6,623,310,38,34,2,2,836,650,66,0,0,307779,9040,14477,8167,339463,1800,5000,1000,2944,0,16
"AK0055","PALMER PUBLIC LIBRARY","Town",28295,183816,25,98113,85703,0,1,0,0,17,1766,11012,89,75,0,11,6069,3535,1063,1471,3,626633,7000,225,0,633858,1755,38568,1902,9784,225,32
"AK0057","PETERSBURG PUBLIC LIBRARY","Rural",3398,60558,0,4651,55907,0,1,0,0,15,2304,14542,316,35,52,54,78761,498,402,77670,175,444930,7000,55661,13012,520603,2400,30000,2165,2897,0,12
"AK0064","SELDOVIA PUBLIC LIBRARY","Rural",235,2084,22,0,2084,0,1,0,0,5,216,1003,4,2,0,2,198,26,172,0,0,7000,7000,0,0,14000,538,2082,76,383,0,4
"AK0065","SEWARD COMMUNITY LIBRARY AND MUSEUM","Rural",2717,6364,0,6364,0,0,1,0,0,19,7092,21000,33,28,0,0,597,337,0,260,5,609043,7000,0,0,616043,2340,84215,168430,1327,0,0
"AK0067","SITKA PUBLIC LIBRARY","Rural",8458,75679,34,10564,65115,0,1,0,0,4,3553,147309,83,63,7,9,17207,16306,507,325,4,1071260,7000,6000,10216,1094476,2392,68595,4663,5241,125,95
"AK0068","SKAGWAY PUBLIC LIBRARY","Rural",1164,8985,29,2262,6723,56,1,0,0,4,2659,7100,211,110,41,59,1550,877,577,32,1,293290,7000,5976,0,306266,2344,9959,1100,546,25,71
"AK0069","JOYCE K. CARVER MEMORIAL SOLDOTNA PUBLIC LIBRARY","Town",4342,146031,43,25926,120105,92,1,0,0,13,6512,15000,181,126,27,28,4138,3354,456,0,0,873721,7000,26020,0,906741,2704,67347,4971,10860,1,12
"AK0070","SUTTON PUBLIC LIBRARY/COMMUNITY RESOURCE CENTER","Rural",4758,115802,8,98113,17689,2624,1,0,0,7,1449,2839,258,120,46,90,2712,1854,482,70,2,348963,7000,5936,0,361899,2095,16494,143,1582,43,22
"AK0071","TAKOTNA COMMUNITY LIBRARY","Rural",56,29,0,0,29,29,1,0,0,4,10,14,0,0,0,0,0,0,0,0,0,8000,7000,0,0,15000,560,36,0,50,0,0
"AK0072","TALKEETNA PUBLIC LIBRARY","Rural",7635,41965,20,0,41965,0,1,0,0,14,2437,5903,436,103,41,290,3239,2155,827,35,2,436171,7000,11994,0,455165,2121,28398,2363,5678,60,45
"AK0074","DERMOTT O`TOOLE MEMORIAL LIBRARY","Rural",116,2369,20,312,2057,0,1,0,0,2,9,2098,10,2,0,7,46,5,31,10,1,12000,7288,5988,2033,27309,498,682,88,132,0,102
"AK0075","TOK COMMUNITY LIBRARY","Rural",1243,1979,23,569,1410,0,1,0,0,5,451,2221,4,3,0,1,110,88,22,0,0,0,12876,11397,6671,30944,996,1842,168,450,0,0
"AK0077","VALDEZ CONSORTIUM LIBRARY","Rural",3985,21597,24,3790,17807,3,1,0,0,4,1158,3017,290,249,34,7,4854,4598,33,0,0,661136,7000,4337,13500,685973,2496,18699,400,3880,17,10
"AK0078","WASILLA PUBLIC LIBRARY","Town",48422,291948,34,98113,193835,0,1,0,0,43,13657,5381,117,101,8,2,4588,3528,50,808,6,1396935,7000,6000,19051,1428986,2000,85306,3069,15597,268,140
"AK0080","WILLOW PUBLIC LIBRARY","Rural",4941,117075,5,98113,18962,0,1,0,0,8,2520,4712,65,42,4,10,735,587,38,27,9,384936,7000,3309,0,395245,2088,13144,852,1929,128,86
"AK0081","IRENE INGLE PUBLIC LIBRARY","Rural",2127,22317,36,2109,20208,0,1,0,0,8,1340,8386,23,22,0,0,222,132,0,90,1,238055,7000,15916,8149,269120,1508,13936,1742,2320,0,138
"AK0085","FRANCES KIBBLE KENNY LAKE PUBLIC LIBRARY","Rural",178,3044,0,947,2097,1253,1,0,0,1,61,2356,34,6,0,27,315,68,201,46,1,0,6631,0,4386,11017,780,1173,24,584,0,74
"AK0099","MOOSE PASS PUBLIC LIBRARY","Rural",228,827,27,156,671,0,1,0,0,2,67,1205,21,9,0,9,207,86,31,90,3,0,0,9000,11848,20848,661,696,9,313,0,99
"AK0100","TOP OF THE KUSKOKWIM COMMUNITY/SCHOOL LIBRARY","Rural",89,200,75,0,200,60,1,0,0,4,322,0,0,0,0,0,0,0,0,0,0,7500,7000,0,0,14500,490,800,0,45,0,0
"AK0103","TRAPPER CREEK PUBLIC LIBRARY","Rural",2964,108108,2,98113,9995,0,1,0,0,9,623,1259,66,57,0,8,557,455,72,30,1,217272,7000,5978,0,230250,1300,3948,329,405,0,0
"AK0104","HOLY CROSS COMMUNITY/SCHOOL LIBRARY","Rural",176,200,75,0,200,0,1,0,0,4,25,0,0,0,0,0,0,0,0,0,0,7500,7000,0,0,14500,480,725,0,45,0,0
"AK0113","OUZINKIE TRIBAL MEDIA CENTER","Rural",109,2080,24,0,2080,0,1,0,0,4,572,572,3,3,0,0,1,1,0,0,0,0,0,20635,0,20635,1560,1040,0,130,0,0
"AK0115","UNALASKA PUBLIC LIBRARY","Rural",4254,39092,21,1770,37322,0,1,0,0,17,2416,22510,59,50,0,8,902,770,72,60,1,821354,45304,7163,0,873821,3407,15479,366,10459,2390,90
"AK0124","LAKE MINCHUMINA COMMUNITY LIBRARY","Rural",30,1250,0,0,1250,0,1,0,0,3,450,600,0,0,0,0,0,0,0,0,0,0,7000,6000,1300,14300,700,960,0,50,0,0
"AK0126","IGIUGIG TRIBAL LIBRARY","Rural",68,80,54,24,56,15,1,0,0,4,161,1100,39,23,1,14,333,276,14,35,1,27533,9150,15910,0,52593,576,874,230,75,0,3
"AK0127","COFFMAN COVE COMMUNITY LIBRARY","Rural",127,1305,14,102,1203,27,1,0,0,2,342,1199,88,42,3,36,334,235,47,44,7,10145,7000,6000,1354,24499,1336,2061,332,384,0,112
"AK0139","SAMUEL B. FOSS LIBRARY","Rural",43,1117,0,21,1096,82,1,0,0,2,161,500,12,0,0,12,42,0,42,0,0,5872,14963,16000,0,36835,0,512,8,92,0,35
"AL0002","ARLEY PUBLIC LIBRARY","Rural",340,10064,26,1087,8977,1418,1,0,0,4,408,2106,18,9,0,5,707,142,105,460,4,43294,0,13180,867,57341,1820,7692,10987,2003,0,0
"AL0005","DOUBLE SPRINGS PUBLIC LIBRARY","Rural",1062,2883,16,693,2190,61,1,0,0,3,674,424,19,12,0,3,201,158,19,24,4,61331,0,10120,611,72062,2210,6253,1279,1860,0,0
"AL0006","HALEYVILLE PUBLIC LIBRARY","Town",4104,10763,27,3719,7044,84,1,0,0,4,499,1270,15,11,0,3,442,280,48,114,1,139795,0,10120,4014,153929,2340,7863,2332,3616,0,0
"AL0007","JASPER PUBLIC LIBRARY","Town",13278,37632,27,8901,28731,161,1,0,0,9,2550,810,62,28,6,28,1099,802,250,0,0,240424,0,22240,0,262664,2124,28347,4037,15996,0,0
"AL0009","SUMITON PUBLIC LIBRARY","Town",2330,12668,9,9840,2828,29,1,0,0,4,517,62,16,10,0,6,736,556,180,0,0,96005,0,11650,2115,109770,2340,7039,215,2653,0,0
"AL0010","CHEAHA REGIONAL LIBRARY","Rural",99877,99641,6,76735,22906,0,1,0,1,7,175,65,14,0,0,14,22,0,22,0,0,10000,144533,36663,1500,192696,3560,2299,385,7439,32,75
"AL0011","ROANOKE - ANNIE L. AWBREY PUBLIC LIBRARY","Town",5940,20847,42,1746,19101,2269,1,0,0,10,11721,9000,446,252,126,48,6075,4802,716,483,20,175893,7266,0,0,183159,1892,34039,3704,2725,0,0
"AL0012","ASHLAND CITY PUBLIC LIBRARY","Rural",1872,9660,33,2557,7103,0,1,0,0,9,1642,1132,154,55,34,41,6430,4071,1693,547,24,119952,3110,10000,8729,141791,2003,8878,1524,6202,0,0
"AL0013","SYLACAUGA - B. B. COMER MEMORIAL LIBRARY","Town",11939,186880,37,11218,175662,9805,1,0,0,32,7358,14481,285,134,0,151,7463,4112,3351,0,0,689247,13566,15000,29845,747658,2659,42843,18323,33667,3,2
"AL0014","CHEROKEE COUNTY PUBLIC LIBRARY","Town",3528,47722,11,2658,45064,0,1,0,0,46,8800,2980,228,89,25,90,2064,1212,639,128,24,226599,12716,0,35879,275194,1959,40695,6050,9459,30,58
"AL0015","CHILDERSBURG - EARLE A. RAINWATER MEMORIAL LIBRARY","Town",4781,14974,33,1118,13856,0,1,0,0,18,1938,750,7,0,0,0,94,0,0,94,7,140740,5426,22383,21685,190234,2490,18004,265,15724,43,50
"AL0016","LINCOLN PUBLIC LIBRARY","Rural",6979,8913,37,3014,5899,21,1,0,0,18,2641,0,43,26,17,0,744,693,0,0,0,204642,7368,0,0,212010,2170,6969,6864,2414,6,11
"AL0017","LINEVILLE PUBLIC LIBRARY","Rural",2221,2942,11,0,2942,0,1,0,0,3,500,250,61,40,10,5,461,373,44,12,6,26880,2500,0,1500,30880,2080,5000,700,1475,25,36
"AL0018","HEFLIN - LUCILE L. MORGAN PUBLIC LIBRARY","Rural",3408,17095,45,0,17095,36,1,0,0,9,682,75,71,18,3,4,2270,156,58,2020,46,32098,3613,24270,6500,66481,1510,5756,0,6196,5,10
"AL0020","TALLADEGA - ARMSTRONG-OSBORNE PUBLIC LIBRARY","Town",15300,14767,29,124,14643,8,1,0,0,29,3208,1200,90,61,1,15,3926,3463,135,320,13,450409,17424,2500,6278,476611,2192,14000,40200,21592,58,16
"AL0022","ABBEVILLE MEMORIAL LIBRARY","Rural",7514,11840,22,1832,10008,0,1,0,0,26,2245,286,16,12,2,2,259,234,16,0,0,144094,9696,0,13000,166790,1962,9846,1085,3244,0,0
"AL0024","HEADLAND - BLANCHE R. SOLOMON MEMORIAL LIBRARY","Town",9709,19809,34,4694,15115,0,1,0,0,22,690,5253,59,31,1,27,1810,1536,270,0,0,156200,9694,14190,2134,182218,1576,15096,5022,5312,0,0
"AL0025","BRUNDIDGE - TUPPER LIGHTFOOT MEMORIAL LIBRARY","Rural",5983,7296,40,795,6501,202,1,0,0,12,987,3827,176,123,4,29,2449,1322,233,879,20,296987,6795,13709,53894,371385,2311,7800,1102,3691,0,0
"AL0029","CLIO - ELTON B. STEPHENS LIBRARY","Rural",3372,4950,4,0,4950,0,1,0,0,2,35,0,16,10,6,0,16,10,0,0,0,7540,3802,2710,0,14052,946,2560,28,1345,0,0
"AL0030","LOUISVILLE PUBLIC LIBRARY","Rural",2560,160,6,0,160,0,1,0,0,2,18,0,0,0,0,0,0,0,0,0,0,4159,2886,1424,0,8469,900,110,0,195,0,0
"AL0031","MIDLAND CITY - MARY BERRY BROWN MEMORIAL LIBRARY","Suburban",2377,3131,17,0,3131,663,1,0,0,16,3821,5790,12,12,0,0,65,65,0,0,0,40653,3257,0,8173,52083,1800,12041,26,2263,0,0
"AL0032","NEWTON PUBLIC LIBRARY","Rural",2079,16262,14,243,16019,6917,1,0,0,16,1833,423,259,100,78,63,2331,972,681,118,18,44064,588,0,1130,45782,1880,6074,194,1073,0,0
"AL0033","CLAYTON - TOWN AND COUNTY PUBLIC LIBRARY","Rural",4933,769,19,0,769,86,1,0,0,6,2420,2500,1,0,1,0,12,0,0,0,0,13688,5576,0,7500,26764,1250,3072,415,1559,0,0
"AL0034","TROY PUBLIC LIBRARY","Town",26983,140461,43,10041,130420,305,1,0,0,16,3791,3116,30,18,7,5,797,713,41,0,0,669250,30533,0,5645,705428,2236,65716,12607,24723,0,105
"AL0035","UNION SPRINGS PUBLIC LIBRARY","Town",9976,2042,14,0,2042,0,1,0,0,16,2989,245,0,0,0,0,0,0,0,0,0,40000,12040,0,3688,55728,1560,4523,725,2625,0,0
"AL0037","ANDALUSIA PUBLIC LIBRARY","Town",17867,38601,21,3436,35165,78,1,0,0,10,4158,95,72,62,0,0,8048,3598,0,4450,10,356587,20152,1530,0,378269,2080,30458,18450,47773,153,451
"AL0038","BRANTLEY PUBLIC LIBRARY","Rural",3412,16205,32,0,16205,0,1,0,0,2,40,2450,0,0,0,0,0,0,0,0,0,28500,3873,0,0,32373,832,1200,280,1105,0,0
"AL0039","ELBA PUBLIC LIBRARY","Rural",10013,13639,21,1422,12217,170,1,0,0,9,1306,1660,149,71,4,69,1367,641,412,310,5,104026,11245,9573,23733,148577,2246,17248,2860,1912,0,0
"AL0040","GENEVA - EMMA KNOX KENAN LIBRARY","Town",8206,5281,31,0,5281,0,1,0,0,6,696,5060,0,0,0,0,0,0,0,0,0,106854,9246,0,2868,118968,1722,5726,1800,7139,0,0
