FSCS Key,Library Name,Locale,Service Area Population,Total Circulation,Percentage of Children's Material Circulation,Electronic Material Circulation,Print Material Circulation,Other Physical Item Circulation
MT0056,NORTH LAKE COUNTY PUBLIC LIBRARY,Town,"12,688","64,145",31,"23,184","40,961",395
MT0057,RED LODGE CARNEGIE LIBRARY,Rural,"5,425","21,583",39,"7,661","13,922",140
MT0058,RONAN LIBRARY DISTRICT,Rural,"8,889","13,902",25,"7,333","6,569",886
MT0059,ROUNDUP SCHOOL-COMMUNITY LIBRARY,Rural,"4,730","12,758",17,"2,517","10,241","2,577"
MT0060,ST IGNATIUS SCHOOL-COMMUNITY LIBRARY,Rural,"9,557","7,011",80,401,"6,610",
MT0060,ST IGNATIUS SCHOOL-COMMUNITY LIBRARY,Rural,"9,557",,,,,-1
MT0061,DANIELS COUNTY LIBRARY,Rural,"1,661","9,327",20,"1,695","7,632",129
MT0062,TOOLE COUNTY LIBRARY,Town,"4,971","11,166",71,"4,548","6,618",47
MT0063,SHERIDAN PUBLIC LIBRARY,Rural,"1,082","6,660",24,"1,246","5,414",35
MT0064,SIDNEY-RICHLAND COUNTY LIBRARY,Town,"11,491","37,102",53,"9,859","27,243",226
MT0065,JUDITH BASIN COUNTY FREE LIBRARY,Rural,"2,023","15,276",30,"2,280","12,996",10
MT0066,NORTH VALLEY PUBLIC LIBRARY,Rural,"11,923","65,053",32,"9,914","55,139",917
MT0067,MINERAL COUNTY PUBLIC LIBRARY,Rural,"4,535","26,264",30,"5,266","20,998",444
MT0069,PRAIRIE COUNTY LIBRARY,Rural,"1,088","6,583",43,492,"6,091",12
MT0070,THOMPSON FALLS PUBLIC LIBRARY,Rural,"5,637","31,384",37,"7,896","23,488",284
MT0071,THREE FORKS COMMUNITY LIBRARY,Rural,"4,776","25,138",53,"2,244","22,894",95
MT0072,BROADWATER SCHOOL AND COMMUNITY LIBRARY,Rural,"6,774","29,691",80,"1,956","27,735",
MT0072,BROADWATER SCHOOL AND COMMUNITY LIBRARY,Rural,"6,774",,,,,-1
MT0073,TWIN BRIDGES PUBLIC LIBRARY,Rural,718,"7,124",19,"1,857","5,267",97
MT0074,VALIER PUBLIC LIBRARY,Rural,"1,903","12,648",34,"2,914","9,734",233
MT0075,THOMPSON-HICKMAN MADISON COUNTY LIBRARY,Rural,"5,519","7,281",42,389,"6,892",68
MT0076,WEST YELLOWSTONE PUBLIC LIBRARY,Rural,"4,059","6,306",27,"1,294","5,012",47
MT0077,MEAGHER COUNTY/CITY LIBRARY,Rural,"1,927","9,738",32,"2,081","7,657",94
MT0079,WIBAUX PUBLIC LIBRARY,Rural,937,"7,712",45,"1,122","6,590",
MT0079,WIBAUX PUBLIC LIBRARY,Rural,937,,,,,-1
MT0080,PETROLEUM COUNTY SCHOOL-COMMUNITY LIBRARY,Rural,496,"8,776",88,"2,256","6,520",
MT0080,PETROLEUM COUNTY SCHOOL-COMMUNITY LIBRARY,Rural,496,,,,,-1
MT0082,ROOSEVELT COUNTY LIBRARY,Town,"10,794","21,401",19,"4,949","16,452",0
MT0083,BELT PUBLIC LIBRARY,Rural,"1,424","3,352",22,0,"3,352","2,598"
MT0801,JOLIET PUBLIC LIBRARY,Rural,"2,538","8,561",27,"2,972","5,589",31
MT0802,HEARST FREE LIBRARY,Town,"9,421","17,437",27,"4,658","12,779",134
MT0803,DOROTHY ASBJORNSON COMMUNITY LIBRARY,Rural,-3,-3,-3,-3,-3,-3
MT0804,NORTH JEFFERSON COUNTY LIBRARY DISTRICT CLANCY LIBRARY,Rural,"6,326","50,681",43,"7,746","42,935",400
MT0805,WHITEFISH COMMUNITY LIBRARY,Town,"7,751","81,127",40,"15,306","65,821",110
NC0001,ALBEMARLE REGIONAL LIBRARY,Rural,"64,526","56,238",29,"6,574","49,664",121
NC0002,APPALACHIAN REGIONAL LIBRARY,Rural,"146,871","500,387",39,"68,650","431,737","3,657"
NC0003,AVERY-MITCHELL-YANCEY REGIONAL LIBRARY,Rural,"51,354","115,243",42,"25,304","89,939",373
NC0004,BEAUFORT-HYDE-MARTIN REGIONAL LIBRARY,Town,"61,032","48,713",67,"2,807","45,906",163
NC0006,CRAVEN-PAMLICO REGIONAL LIBRARY,City,"114,322","257,369",28,"67,512","189,857","3,629"
NC0007,EAST ALBEMARLE REGIONAL LIBRARY,Town,"118,375","324,247",43,"27,562","296,685","1,690"
NC0008,FONTANA REGIONAL LIBRARY,Rural,"94,244","368,348",40,"108,802","259,546","5,100"
NC0011,NANTAHALA REGIONAL LIBRARY,Rural,"48,266","121,323",16,"5,143","116,180",118
NC0012,NEUSE REGIONAL LIBRARY,Town,"84,177","175,109",43,"51,186","123,923","4,260"
NC0013,NORTHWESTERN REGIONAL LIBRARY,Town,"164,569","431,990",41,"27,779","404,211","2,470"
NC0014,PETTIGREW REGIONAL LIBRARY,Town,"40,973","99,498",24,"16,549","82,949","1,532"
NC0015,SANDHILL REGIONAL LIBRARY SYSTEM,Town,"212,145","331,225",43,"80,411","250,814","1,359"
NC0016,ALEXANDER COUNTY LIBRARY,Town,"36,325","56,752",39,"7,667","49,085",27
NC0017,BLADEN COUNTY PUBLIC LIBRARY,Town,"29,402","31,872",61,"4,107","27,765",152
NC0018,BRUNSWICK COUNTY LIBRARY,Town,"143,550","337,515",17,"43,399","294,116","2,073"
NC0019,BUNCOMBE COUNTY PUBLIC LIBRARIES,City,"271,454","1,670,073",37,"532,110","1,137,963","3,040"
NC0020,BURKE COUNTY PUBLIC LIBRARY,City,"87,731","200,454",34,"62,001","138,453",64
NC0021,CABARRUS COUNTY PUBLIC LIBRARY,City,"231,230","815,236",55,"134,032","681,204",
NC0021,CABARRUS COUNTY PUBLIC LIBRARY,City,"231,230",,,,,-1
NC0022,CALDWELL COUNTY PUBLIC LIBRARY,City,"80,788","225,918",30,"43,448","182,470","2,114"
NC0023,CATAWBA COUNTY LIBRARY,Suburban,"117,776","424,118",42,"88,903","335,215",106
NC0024,CLEVELAND COUNTY MEMORIAL LIBRARY,Town,"90,647","173,540",25,"36,627","136,913","4,145"
NC0025,COLUMBUS COUNTY PUBLIC LIBRARY,Town,"50,369","147,789",12,"7,747","140,042",0
NC0026,CUMBERLAND COUNTY PUBLIC LIBRARY,City,"342,082","1,223,014",34,"345,657","877,357","7,601"
NC0027,DAVIDSON COUNTY PUBLIC LIBRARY SYSTEM,Suburban,"164,144","463,580",25,"152,747","310,833","12,913"
NC0028,DAVIE COUNTY PUBLIC LIBRARY,Town,"43,280","92,310",27,"38,031","54,279",824
NC0029,DUPLIN COUNTY LIBRARY,Rural,"48,754","33,853",21,"10,801","23,052",
NC0029,DUPLIN COUNTY LIBRARY,Rural,"48,754",,,,,-1
NC0030,DURHAM COUNTY LIBRARY,City,"325,072","2,530,199",38,"775,599","1,754,600","1,351"
NC0031,EDGECOMBE COUNTY MEMORIAL LIBRARY,Town,"48,311","47,482",17,"17,351","30,131",0
NC0032,FORSYTH COUNTY PUBLIC LIBRARY,City,"383,969","1,420,772",28,"498,013","922,759","4,542"
NC0033,FRANKLIN COUNTY LIBRARY,Town,"71,220","113,637",47,"19,723","93,914","5,285"
NC0034,GRANVILLE COUNTY LIBRARY SYSTEM,Town,"61,150","114,557",15,"24,408","90,149","1,136"
NC0035,GREENSBORO PUBLIC LIBRARY,City,"430,004","1,712,445",41,"718,056","994,389","20,713"
NC0036,HALIFAX COUNTY LIBRARY SYSTEM,Rural,"33,117","41,702",23,"3,485","38,217",432
NC0037,HARNETT COUNTY PUBLIC LIBRARY,Town,"136,820","310,920",54,"70,192","240,728","4,217"
NC0038,HAYWOOD COUNTY PUBLIC LIBRARY,Suburban,"62,495","288,593",20,"91,344","197,249","1,244"
NC0039,HENDERSON COUNTY PUBLIC LIBRARY,Suburban,"116,710","935,596",38,"204,354","731,242","4,790"
NC0040,IREDELL COUNTY LIBRARY,Suburban,"139,207","398,175",45,"90,432","307,743","3,311"
NC0041,PUBLIC LIBRARY OF JOHNSTON COUNTY & SMITHFIELD,Town,"198,473","195,314",34,"23,300","172,014","4,909"
NC0042,LEE COUNTY LIBRARY,Town,"64,068","131,859",39,"33,184","98,675","2,332"
NC0043,MADISON COUNTY PUBLIC LIBRARY,Rural,"21,446","119,352",38,"21,775","97,577",427
NC0044,MCDOWELL COUNTY PUBLIC LIBRARY,Town,"44,688","147,835",28,"29,981","117,854",213
NC0045,CHARLOTTE MECKLENBURG LIBRARY,City,"1,121,482","5,903,088",46,"2,436,888","3,466,200",
NC0045,CHARLOTTE MECKLENBURG LIBRARY,City,"1,121,482",,,,,-1
NC0046,BRASWELL MEMORIAL PUBLIC LIBRARY,City,"89,736","150,294",38,"28,934","121,360",900
NC0047,NEW HANOVER COUNTY PUBLIC LIBRARY,City,"229,943","1,177,095",31,"262,104","914,991","3,023"
NC0048,ONSLOW COUNTY PUBLIC LIBRARY,City,"206,530","502,499",37,"95,182","407,317","1,927"
NC0049,PENDER COUNTY PUBLIC LIBRARY,Town,"62,978","268,070",42,"53,529","214,541",780
NC0050,SHEPPARD MEMORIAL LIBRARY,City,"167,584","405,647",56,"61,790","343,857",172
NC0051,POLK COUNTY PUBLIC LIBRARIES,Rural,"19,559","157,016",31,"26,552","130,464","1,458"
NC0052,RANDOLPH PUBLIC LIBRARY,Town,"145,036","329,069",38,"47,669","281,400",292
NC0053,ROBESON COUNTY PUBLIC LIBRARY,Town,"116,485","91,509",46,"11,205","80,304",0
NC0054,ROCKINGHAM COUNTY PUBLIC LIBRARY,Town,"91,706","193,192",30,"9,197","183,995","1,013"
NC0055,ROWAN PUBLIC LIBRARY,Suburban,"147,799","394,289",36,"97,015","297,274","5,419"
NC0056,RUTHERFORD COUNTY LIBRARY,Town,"64,263","185,639",33,"43,691","141,948","1,120"
NC0057,SAMPSON-CLINTON PUBLIC LIBRARY,Town,"59,019","117,061",42,"11,120","105,941",205
NC0058,SCOTLAND COUNTY MEMORIAL LIBRARY,Town,"33,292","32,536",39,"7,529","25,007",46
NC0059,STANLY COUNTY PUBLIC LIBRARY,Town,"62,659","124,176",29,"27,744","96,432",701
NC0060,TRANSYLVANIA COUNTY LIBRARY,Town,"33,361","333,021",35,"61,464","271,557","2,881"
NC0061,UNION COUNTY PUBLIC LIBRARY,Suburban,"242,948","740,515",47,"150,945","589,570",210
NC0062,H. LESLIE PERRY MEMORIAL LIBRARY,Town,"42,270","52,833",38,"12,426","40,407",632
NC0063,WAKE COUNTY PUBLIC LIBRARIES,City,"1,150,722","9,745,969",60,"2,087,531","7,658,438",0
NC0065,WAYNE COUNTY PUBLIC LIBRARY,City,"117,662","203,735",27,"40,418","163,317","1,292"
NC0066,WILSON COUNTY PUBLIC LIBRARY,Town,"78,559","223,670",79,"9,329","214,341",0
NC0071,CHAPEL HILL PUBLIC LIBRARY,City,"61,789","1,403,056",54,"258,009","1,145,047",535
NC0075,FARMVILLE PUBLIC LIBRARY,Town,"4,430","39,686",37,"10,395","29,291",227
NC0079,HICKORY PUBLIC LIBRARY,City,"44,073","277,742",42,"45,460","232,282",0
NC0080,HIGH POINT PUBLIC LIBRARY,City,"114,594","557,824",19,"260,796","297,028",0
NC0083,MOORESVILLE PUBLIC LIBRARY,Suburban,"52,545","506,703",52,"117,629","389,074",13
NC0088,ROANOKE RAPIDS PUBLIC LIBRARY,Town,"15,097","11,997",25,"2,114","9,883",50
NC0093,SOUTHERN PINES PUBLIC LIBRARY,Town,"15,961","172,603",41,"49,533","123,070",0
NC0099,GEORGE H. AND LAURA E. BROWN PUBLIC LIBRARY,Town,"9,793","51,069",13,"17,105","33,964",95
NC0100,JACOB MAUNEY MEMORIAL LIBRARY,Suburban,"11,420","63,980",31,"18,533","45,447","1,341"
NC0101,WARREN COUNTY MEMORIAL LIBRARY,Rural,"18,850","24,452",27,747,"23,705",51
NC0102,HAROLD D. COOLEY LIBRARY,Suburban,"5,729","25,870",39,"3,503","22,367",272
NC0103,ALAMANCE COUNTY PUBLIC LIBRARIES,City,"169,813","474,773",36,"95,820","378,953","8,617"
NC0104,CHATHAM COUNTY PUBLIC LIBRARIES,Rural,"77,420","287,144",44,"86,963","200,181",61
NC0105,GASTON COUNTY PUBLIC LIBRARY,City,"231,656","796,280",47,"182,758","613,522","3,767"
NC0106,LINCOLN COUNTY PUBLIC LIBRARY,Town,"89,556","296,695",38,"85,000","211,695",264
NC0107,CASWELL COUNTY PUBLIC LIBRARY,Rural,"22,402","21,340",52,"2,679","18,661",8
NC0108,ORANGE COUNTY PUBLIC LIBRARY,Suburban,"89,293","349,780",45,"98,481","251,299","3,364"
NC0109,PERSON COUNTY PUBLIC LIBRARY,Town,"39,486","121,418",48,"19,438","101,980",128
NC0110,HOCUTT ELLINGTON MEMORIAL LIBRARY,Suburban,"28,188","103,901",60,"15,437","88,464",677
NC0111,GIBSONVILLE PUBLIC LIBRARY,Suburban,"9,117","29,213",55,"4,949","24,264",407
NC0112,GIVENS MEMORIAL LIBRARY & TUFTS ARCHIVE,Town,"18,074","44,827",13,"21,953","22,874",0
NC0113,CARTERET COUNTY PUBLIC LIBRARY SYSTEM,Town,"68,284","236,052",32,"30,724","205,328",961
ND0001,ADAMS COUNTY LIBRARY,Rural,"2,200","23,735",33,"1,941","21,794",112
ND0002,JAMES RIVER VALLEY LIBRARY SYSTEM,Town,"21,593","107,996",54,"21,654","86,342",218
ND0005,ASHLEY PUBLIC LIBRARY,Rural,613,"1,580",14,0,"1,580",0
ND0006,BEULAH PUBLIC LIBRARY,Town,"3,058","14,107",60,46,"14,061",66
ND0007,BISMARCK VETERANS MEMORIAL PUBLIC LIBRARY,City,"98,458","542,428",26,"121,420","421,008","9,745"
ND0008,BOTTINEAU COUNTY PUBLIC LIBRARY,Rural,"6,379","32,474",27,112,"32,362",0
ND0010,CANDO COMMUNITY LIBRARY,Rural,"1,117","3,811",23,460,"3,351",0
ND0011,LAKE REGION PUBLIC LIBRARY,Town,"11,605","27,648",36,"8,130","19,518",119
ND0012,CARNEGIE REGIONAL LIBRARY,Town,"10,563","10,463",16,0,"10,463",0
ND0013,CARRINGTON CITY LIBRARY,Rural,"2,080","16,984",52,"3,137","13,847",0
ND0014,CASSELTON PUBLIC LIBRARY,Rural,"2,479","27,584",62,"3,883","23,701",376
ND0015,CAVALIER COUNTY LIBRARY,Rural,"3,704","15,372",32,"3,873","11,499",37
ND0016,CAVALIER PUBLIC LIBRARY,Rural,"5,439","14,902",46,"3,371","11,531",8
ND0017,BOWMAN REGIONAL PUBLIC LIBRARY,Rural,"2,993","13,447",20,"3,202","10,245",47
ND0018,DICKINSON AREA PUBLIC LIBRARY,Town,"35,297","84,212",57,"15,184","69,028","1,543"
ND0019,DIVIDE COUNTY PUBLIC LIBRARY,Rural,"2,195","19,730",74,"2,711","17,019",575
ND0021,EDGELEY PUBLIC LIBRARY,Rural,"5,969","17,358",53,"2,518","14,840",0
ND0022,EDNA RALSTON PUBLIC LIBRARY,Rural,"1,260","10,471",50,0,"10,471","9,489"
ND0024,ELLENDALE PUBLIC LIBRARY,Rural,"1,125","3,543",30,0,"3,543",0
ND0025,ENDERLIN MUNICIPAL LIBRARY,Rural,881,"2,680",31,0,"2,680",0
ND0026,FARGO PUBLIC LIBRARY,City,"125,990","835,207",37,"200,520","634,687","111,049"
ND0029,FORMAN PUBLIC LIBRARY,Rural,509,747,17,85,662,0
ND0031,GARRISON PUBLIC LIBRARY,Rural,"1,462","25,105",16,"17,109","7,996",0
ND0033,GOLDEN VALLEY COUNTY LIBRARY,Rural,"1,736","16,375",50,"2,015","14,360",624
ND0035,GRAND FORKS PUBLIC LIBRARY,City,"73,170","463,879",41,"105,887","357,992","8,697"
ND0036,GRIGGS COUNTY LIBRARY,Rural,"2,306","11,949",31,"2,878","9,071",190
ND0038,HARRY L. PETRIE PUBLIC LIBRARY,Rural,"1,071","3,450",22,700,"2,750",0
ND0039,HARVEY PUBLIC LIBRARY,Rural,"1,650","10,934",36,0,"10,934","7,016"
ND0040,HAZEN PUBLIC LIBRARY,Rural,"2,281","14,152",41,"1,425","12,727",14
ND0041,HEART OF AMERICA LIBRARY,Town,"3,990","16,429",29,"5,568","10,861",0
ND0042,HEBRON PUBLIC LIBRARY,Rural,794,888,29,0,888,0
ND0045,KIDDER COUNTY PUBLIC LIBRARY,Rural,"2,394","2,661",28,0,"2,661",0
ND0046,KILLDEER PUBLIC LIBRARY,Rural,939,"22,633",10,94,"22,539",
ND0046,KILLDEER PUBLIC LIBRARY,Rural,939,,,,,-1
ND0047,LAKOTA CITY LIBRARY,Rural,"2,623","3,458",24,177,"3,281",
ND0047,LAKOTA CITY LIBRARY,Rural,"2,623",,,,,-1
ND0048,LAMOURE PUBLIC & SCHOOL LIBRARY,Rural,764,"30,940",6,"14,566","16,374",
ND0048,LAMOURE PUBLIC & SCHOOL LIBRARY,Rural,764,,,,,-1
ND0049,LEACH PUBLIC LIBRARY,Town,"8,007","41,201",28,"13,847","27,354",5
ND0050,LEEDS PUBLIC LIBRARY,Rural,442,445,12,0,445,
ND0050,LEEDS PUBLIC LIBRARY,Rural,442,,,,,-1
ND0051,LIDGERWOOD CITY LIBRARY,Rural,600,"1,655",15,0,"1,655",15
ND0052,STANLEY PUBLIC LIBRARY,Rural,"2,321","7,514",25,"1,928","5,586",0
ND0053,LISBON PUBLIC LIBRARY,Rural,"2,204","20,900",47,"2,272","18,628",0
ND0054,MADDOCK COMMUNITY LIBRARY,Rural,402,"7,500",27,0,"7,500",0
ND0056,MAX COMMUNITY LIBRARY,Rural,331,"1,271",53,0,"1,271",8
ND0057,MAYVILLE PUBLIC LIBRARY,Rural,"1,854","6,092",88,0,"6,092",
ND0057,MAYVILLE PUBLIC LIBRARY,Rural,"1,854",,,,,-1
ND0058,MCKENZIE COUNTY PUBLIC LIBRARY,Rural,"14,704","32,843",53,"6,346","26,497",149
ND0059,MCLEAN-MERCER REGIONAL LIBRARY,Rural,"7,995","23,259",21,"17,109","6,150",5
ND0062,MINOT PUBLIC LIBRARY,Town,"48,377","277,556",37,"72,974","204,582","4,096"
ND0063,MOHALL PUBLIC LIBRARY,Rural,694,"2,737",45,401,"2,336",78
ND0064,MORTON MANDAN PUBLIC LIBRARY,Suburban,"33,291","69,875",26,"29,575","40,300",193
ND0065,MOTT PUBLIC LIBRARY,Rural,653,"1,134",25,415,719,0
ND0066,NEW ENGLAND PUBLIC LIBRARY,Rural,683,"2,050",49,0,"2,050",0
ND0067,EDDY - NEW ROCKFORD PUBLIC LIBRARY,Rural,"2,347","4,244",7,"2,421","1,823",4
ND0068,NEW TOWN PUBLIC LIBRARY,Rural,"2,764","7,604",32,527,"7,077",453
ND0070,OAKES SCHOOL & PUBLIC LIBRARY,Rural,"1,798","41,672",65,"4,746","36,926",0
ND0071,PARK RIVER SCHOOL & PUBLIC LIBRARY,Rural,"1,424","7,430",63,"1,959","5,471",0
ND0072,PARSHALL PUBLIC LIBRARY,Rural,949,576,10,0,576,0
ND0073,PEMBINA SCHOOL & CITY LIBRARY,Rural,512,"4,095",28,414,"3,681",
ND0073,PEMBINA SCHOOL & CITY LIBRARY,Rural,512,,,,,-1
ND0075,ROLLA PUBLIC LIBRARY,Rural,"1,223","3,368",27,"1,335","2,033",11
ND0076,SATRE MEMORIAL MILNOR SCHOOL LIBRARY,Rural,624,"2,936",99,23,"2,913",0
ND0082,TURTLE LAKE PUBLIC LIBRARY,Rural,542,"2,310",25,12,"2,298",0
ND0083,UNDERWOOD PUBLIC LIBRARY,Rural,784,"3,438",99,0,"3,438",0
ND0084,VALLEY CITY BARNES COUNTY PUBLIC LIBRARY,Town,"10,583","36,384",17,"11,434","24,950",89
ND0085,VELVA PUBLIC & SCHOOL LIBRARY,Rural,"1,086","15,413",82,901,"14,512",10
ND0086,WALHALLA PUBLIC LIBRARY,Rural,893,"1,746",8,226,"1,520",11
ND0087,WARD COUNTY PUBLIC LIBRARY,Town,"31,351","66,473",61,"2,390","64,083",0
ND0088,WASHBURN PUBLIC LIBRARY,Rural,"1,300","7,016",46,0,"7,016",0
ND0091,WEST FARGO PUBLIC LIBRARY,Suburban,"40,601","174,703",50,"38,800","135,903",438
ND0092,WILLISTON COMMUNITY LIBRARY,Town,"38,748","93,716",52,"24,589","69,127",677
ND0093,WISHEK SCHOOL & PUBLIC LIBRARY,Rural,864,"4,518",63,746,"3,772",0
ND0094,STANTON PUBLIC LIBRARY,Rural,368,"1,799",41,55,"1,744",3
ND0098,MARGARET FRAASE PUBLIC LIBRARY,Rural,195,"1,651",26,31,"1,620",
ND0098,MARGARET FRAASE PUBLIC LIBRARY,Rural,195,,,,,-1
ND0099,KINDRED PUBLIC LIBRARY,Rural,889,"6,490",72,695,"5,795",3
ND0101,ROLETTE CITY LIBRARY,Rural,484,239,28,0,239,
ND0101,ROLETTE CITY LIBRARY,Rural,484,,,,,-1
ND0102,BOWBELLS PUBLIC LIBRARY,Rural,301,283,29,0,283,
ND0102,BOWBELLS PUBLIC LIBRARY,Rural,301,,,,,-1
ND0103,ELGIN PUBLIC LIBRARY,Rural,543,589,21,0,589,0
ND0104,GLEN ULLIN PUBLIC LIBRARY,Rural,732,633,24,0,633,12
ND0107,SHERWOOD PUBLIC LIBRARY,Rural,194,404,28,0,404,
ND0107,SHERWOOD PUBLIC LIBRARY,Rural,194,,,,,-1
ND0108,MCVILLE COMMUNITY LIBRARY,Rural,392,"1,013",59,35,978,0
ND0109,NORTHWOOD CITY CENTER LIBRARY,Rural,982,625,35,0,625,0
ND0110,TIOGA COMMUNITY LIBRARY,Rural,"2,202","6,017",96,0,"6,017",
ND0110,TIOGA COMMUNITY LIBRARY,Rural,"2,202",,,,,-1
NE0001,AINSWORTH PUBLIC LIBRARY,Rural,"1,615","13,302",30,"5,151","8,151",558
NE0002,ALBION PUBLIC LIBRARY,Rural,"1,706","24,547",35,"3,395","21,152",175
NE0006,HOESCH MEMORIAL LIBRARY,Rural,"1,022","11,578",35,"1,162","10,416",0
NE0008,ANSLEY TOWNSHIP LIBRARY,Rural,606,"3,721",36,618,"3,103",
NE0008,ANSLEY TOWNSHIP LIBRARY,Rural,606,,,,,-1
NE0009,ARAPAHOE PUBLIC LIBRARY,Rural,982,"14,282",56,"1,669","12,613",23
NE0010,ARCADIA TOWNSHIP LIBRARY,Rural,384,"1,426",30,211,"1,215",0
NE0011,ARLINGTON PUBLIC LIBRARY,Rural,"1,309","8,162",31,"2,184","5,978",0
NE0013,ARTHUR COUNTY LIBRARY,Rural,439,"2,736",36,"1,313","1,423",0
NE0014,ASHLAND PUBLIC LIBRARY,Town,"3,191","39,559",70,"6,066","33,493",189
NE0015,ATKINSON PUBLIC LIBRARY,Rural,"1,298","38,912",40,"4,457","34,455","1,000"
NE0016,AUBURN MEMORIAL LIBRARY,Town,"3,478","40,766",46,"8,197","32,569",0
NE0017,ALICE M FARR LIBRARY,Town,"4,646","40,168",47,"9,666","30,502",0
NE0018,AXTELL PUBLIC LIBRARY,Rural,893,"1,808",35,590,"1,218",0
NE0019,BANCROFT PUBLIC LIBRARY,Rural,492,"2,461",18,844,"1,617",0
NE0020,BARTLEY PUBLIC LIBRARY,Rural,266,557,43,218,339,0
NE0021,ROCK COUNTY PUBLIC LIBRARY,Rural,"1,264","9,047",30,"4,007","5,040",301
NE0022,LIED BATTLE CREEK PUBLIC LIBRARY,Rural,"1,168","18,887",66,"1,833","17,054",26
NE0023,BAYARD PUBLIC LIBRARY,Rural,"1,131","8,124",19,"1,587","6,537",0
NE0024,BEATRICE PUBLIC LIBRARY,Town,"12,209","67,747",44,"19,737","48,010",0
NE0025,BEAVER CITY PUBLIC LIBRARY,Rural,522,"3,207",10,713,"2,494",258
NE0026,BEAVER CROSSING COMMUNITY LIBRARY,Rural,370,625,40,0,625,0
NE0027,KARLEN MEMORIAL LIBRARY,Rural,631,"2,080",32,242,"1,838",0
NE0028,BELLEVUE PUBLIC LIBRARY,Suburban,"63,737","372,470",40,"74,151","298,319","2,374"
NE0030,BENNINGTON PUBLIC LIBRARY,Suburban,"4,243","103,463",76,"14,118","89,345",483
NE0031,BLAIR PUBLIC LIBRARY & TECHNOLOGY CENTER,Town,"7,812","85,089",49,"23,118","61,971",126
NE0032,BLOOMFIELD PUBLIC LIBRARY,Rural,987,"27,689",14,"2,279","25,410",7
NE0033,BLUE HILL PUBLIC LIBRARY,Rural,830,"3,162",17,"1,202","1,960",20
NE0034,BRIDGEPORT PUBLIC LIBRARY,Rural,"1,463","10,838",42,"2,602","8,236",79
NE0035,BROADWATER PUBLIC LIBRARY,Rural,99,655,16,0,655,0
NE0036,BROKEN BOW PUBLIC LIBRARY,Town,"3,466","29,330",32,"9,274","20,056","1,310"
NE0037,BRUNING PUBLIC LIBRARY,Rural,278,"2,178",26,989,"1,189",4
NE0039,GARFIELD COUNTY LIBRARY,Rural,"1,839","10,253",42,"2,678","7,575",16
NE0041,BYRON PUBLIC LIBRARY,Rural,83,442,79,60,382,0
NE0042,NIGEL SPROUSE MEMORIAL LIBRARY,Rural,"1,155","2,226",15,846,"1,380",50
NE0043,BUTLER MEMORIAL LIBRARY,Rural,"1,080","14,392",45,"3,565","10,827",0
NE0045,LIED CARROLL PUBLIC LIBRARY,Rural,194,"1,191",36,198,993,
NE0045,LIED CARROLL PUBLIC LIBRARY,Rural,194,,,,,-1
NE0046,CEDAR RAPIDS PUBLIC LIBRARY,Rural,382,"2,389",22,0,"2,389",3
NE0048,CENTRAL CITY PUBLIC LIBRARY,Town,"3,032","80,678",31,"6,013","74,665",6
NE0049,CERESCO COMMUNITY LIBRARY,Rural,932,"7,249",61,0,"7,249",0
NE0050,CHADRON PUBLIC LIBRARY,Town,"5,229","27,436",35,"6,967","20,469","4,362"
NE0051,CHAPPELL MEMORIAL LIBRARY & ART GALLERY,Rural,853,"3,271",18,"1,190","2,081",0
NE0053,CLARKS PUBLIC LIBRARY,Rural,344,"2,113",36,351,"1,762",
NE0053,CLARKS PUBLIC LIBRARY,Rural,344,,,,,-1
NE0054,CLARKSON PUBLIC LIBRARY,Rural,625,"3,598",32,875,"2,723",
NE0054,CLARKSON PUBLIC LIBRARY,Rural,625,,,,,-1
NE0055,CLAY CENTER PUBLIC LIBRARY,Rural,721,"22,434",55,"2,342","20,092",312
NE0056,CLEARWATER PUBLIC LIBRARY,Rural,320,"2,658",81,389,"2,269",102
NE0057,COLUMBUS PUBLIC LIBRARY,Town,"24,123","157,845",35,"69,919","87,926",16
NE0059,WILSON PUBLIC LIBRARY,Town,"3,915","31,363",44,"7,176","24,187",60
NE0061,CRAWFORD PUBLIC LIBRARY,Rural,822,"2,888",19,509,"2,379",500
NE0062,CREIGHTON PUBLIC LIBRARY,Rural,"1,154","21,239",56,"1,637","19,602",43
NE0063,CRETE PUBLIC LIBRARY,Town,"7,179","70,511",63,"7,538","62,973",301
NE0064,EASTERN TOWNSHIP LIBRARY,Rural,766,"10,205",70,0,"10,205",0
NE0065,CULBERTSON PUBLIC LIBRARY,Rural,529,"1,655",41,400,"1,255",0
NE0066,KLYTE BURT MEMORIAL LIBRARY,Rural,805,"4,999",35,"2,257","2,742",375
NE0067,DAKOTA CITY PUBLIC LIBRARY,Suburban,"2,058","5,812",56,"2,187","3,625",0
NE0069,DAVENPORT PUBLIC LIBRARY,Rural,313,"1,512",68,0,"1,512",0
NE0071,DAYKIN PUBLIC LIBRARY,Rural,157,200,29,0,200,
NE0071,DAYKIN PUBLIC LIBRARY,Rural,157,,,,,-1
NE0072,JENNIFER REINKE PUBLIC LIBRARY,Rural,723,"6,782",29,794,"5,988","2,785"
NE0074,JOHN ROGERS MEMORIAL LIBRARY,Rural,599,"2,085",69,83,"2,002",0
NE0075,DORCHESTER PUBLIC LIBRARY,Rural,588,"3,611",36,600,"3,011",
