FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Local Revenue ($),State Revenue ($),Federal Revenue ($),Other Revenue ($),Total Revenue ($)
IA0254,LAKOTA PUBLIC LIBRARY,Rural,,653,"25,365","2,130",0,"6,390","33,885"
IA0255,SWEA CITY PUBLIC LIBRARY,Rural,,633,"30,102","1,415",0,"2,453","33,970"
IA0256,TITONKA PUBLIC LIBRARY,Rural,,699,"32,193","2,861","5,000","3,446","43,500"
IA0257,WESLEY PUBLIC LIBRARY,Rural,,526,"45,027","1,421",0,0,"46,448"
IA0258,WEST BEND PUBLIC LIBRARY,Rural,,"1,896","101,549","2,184",0,"13,545","117,278"
IA0259,WHITTEMORE PUBLIC LIBRARY,Rural,,930,"79,834","3,513",0,"15,550","98,897"
IA0260,CALLENDER HERITAGE PUBLIC LIBRARY,Rural,,369,"25,668","1,268",0,"5,600","32,536"
IA0261,DAYTON PUBLIC LIBRARY,Rural,,"1,320","47,087","2,064",0,"4,041","53,192"
IA0262,FORT DODGE PUBLIC LIBRARY,Town,,"31,370","897,327","10,671","5,000","183,151","1,096,149"
IA0263,GOWRIE PUBLIC LIBRARY,Rural,,"1,309","42,200","1,600",0,"8,904","52,704"
IA0264,HARCOURT PUBLIC LIBRARY,Rural,,294,"25,584","1,331",0,"1,022","27,937"
IA0265,LEHIGH PUBLIC LIBRARY,Rural,,415,"36,845","1,448",0,"4,818","43,111"
IA0266,BUFFALO CENTER PUBLIC LIBRARY,Rural,,"1,228","27,500","1,459",0,410,"29,369"
IA0267,FOREST CITY PUBLIC LIBRARY,Town,,"4,951","202,115","2,812",0,"6,685","211,612"
IA0268,LAKE MILLS PUBLIC LIBRARY,Rural,,"3,812","144,276","3,493",0,"2,225","149,994"
IA0269,RAKE PUBLIC LIBRARY,Rural,,232,"28,000","1,170",0,0,"29,170"
IA0270,ROCKFORD PUBLIC LIBRARY,Rural,,758,"46,957","1,412",240,"3,759","52,368"
IA0271,BELMOND PUBLIC LIBRARY,Rural,,"3,683","119,179","2,482",0,"3,536","125,197"
IA0272,FENTON PUBLIC LIBRARY,Rural,,656,"28,902","1,761",0,"14,911","45,574"
IA0273,CLARION PUBLIC LIBRARY,Town,,"2,969","173,312","2,242",0,0,"175,554"
IA0274,EAGLE GROVE MEMORIAL LIBRARY,Town,,"5,302","206,711","3,029",0,"3,714","213,454"
IA0275,ROWAN PUBLIC LIBRARY,Rural,,529,"29,167","2,119","1,580","5,267","38,133"
IA0276,NORA SPRINGS PUBLIC LIBRARY,Rural,,"1,743","70,917","1,636",0,"6,485","79,038"
IA0277,FERTILE PUBLIC LIBRARY,Rural,,697,"41,771","1,753",0,"5,965","49,489"
IA0278,GRAFTON PUBLIC LIBRARY,Rural,,216,"43,189","1,180",0,114,"44,483"
IA0279,KINNEY MEMORIAL LIBRARY,Rural,,279,"24,793","1,265",0,"3,890","29,948"
IA0280,JOICE PUBLIC LIBRARY,Rural,,741,"32,800","1,418",0,"9,937","44,155"
IA0281,KENSETT PUBLIC LIBRARY,Rural,,456,"28,815",990,0,330,"30,135"
IA0282,MANLY PUBLIC LIBRARY,Rural,,"1,794","58,750","1,539",0,"1,780","62,069"
IA0283,NORTHWOOD PUBLIC LIBRARY,Rural,,"3,636","69,775","1,292",0,"20,051","91,118"
IA0284,OSAGE PUBLIC LIBRARY,Town,,"4,860","253,903","3,736",0,"4,128","261,767"
IA0285,RICEVILLE PUBLIC LIBRARY,Rural,,"2,016","93,402","2,346",0,"9,876","105,624"
IA0286,NISSEN PUBLIC LIBRARY,Rural,,"2,202","108,290","1,737",0,"4,427","114,454"
IA0287,STACYVILLE PUBLIC LIBRARY,Rural,,"2,364","66,848","6,515","1,118","7,943","82,424"
IA0288,CHARLES CITY PUBLIC LIBRARY,Town,,"12,236","404,715","6,039","2,173","40,074","453,001"
IA0289,MARBLE ROCK PUBLIC LIBRARY,Rural,,568,"14,862",0,0,"3,130","17,992"
IA0290,CLARE PUBLIC LIBRARY,Rural,,480,"25,776",417,0,"6,538","32,731"
IA0291,BEDFORD PUBLIC LIBRARY,Rural,,"2,383","56,696",557,0,547,"57,800"
IA0292,LENOX PUBLIC LIBRARY,Rural,,"1,826","50,115","1,889",0,"3,308","55,312"
IA0293,CORNING PUBLIC LIBRARY,Rural,,"3,393","93,993","2,055",0,"9,267","105,315"
IA0294,PRESCOTT PUBLIC LIBRARY,Rural,,191,"16,554","1,120","4,900","4,000","26,574"
IA0295,SIGOURNEY PUBLIC LIBRARY,Rural,,"4,165","107,450","10,267",0,"15,655","133,372"
IA0296,SOUTH ENGLISH PUBLIC LIBRARY,Rural,,208,"7,181",0,0,0,"7,181"
IA0297,WHAT CHEER PUBLIC LIBRARY,Rural,,"1,566","5,939",511,0,"6,129","12,579"
IA0298,STILWELL PUBLIC LIBRARY,Rural,,"1,592","65,618","1,449",0,"2,846","69,913"
IA0299,EDDYVILLE PUBLIC LIBRARY,Rural,,"2,744","60,231","1,392","1,686","16,462","79,771"
IA0300,GARRISON PUBLIC LIBRARY,Rural,,558,"12,792",828,0,"5,573","19,193"
IA0301,BATAVIA PUBLIC LIBRARY,Rural,,430,"6,985",0,0,232,"7,217"
IA0302,SPILLVILLE PUBLIC LIBRARY,Rural,,439,"52,666","1,336",0,78,"54,080"
IA0303,PLAINFIELD PUBLIC LIBRARY,Rural,,618,"31,233","1,856",0,"2,431","35,520"
IA0304,JEFFERSON PUBLIC LIBRARY,Town,,"5,136","315,635","2,944",0,"8,555","327,134"
IA0305,ADAIR PUBLIC LIBRARY,Rural,,791,"23,486","2,366",0,0,"25,852"
IA0306,CASEY PUBLIC LIBRARY,Rural,,393,"25,346","1,304",0,"1,419","28,069"
IA0307,FONTANELLE PUBLIC LIBRARY,Rural,,"1,262","52,617","1,279","4,578",295,"58,769"
IA0308,GREENFIELD PUBLIC LIBRARY,Rural,,"3,897","96,016","2,508","4,781","5,541","108,846"
IA0309,STUART PUBLIC LIBRARY,Rural,,"2,266","96,434","3,359",0,518,"100,311"
IA0310,CHURDAN PUBLIC LIBRARY,Rural,,"1,450","35,695","7,823","5,000","20,669","69,187"
IA0311,GRAND JUNCTION PUBLIC LIBRARY,Rural,,821,"43,288","1,314",0,"2,735","47,337"
IA0312,REMBRANDT PUBLIC LIBRARY,Rural,,209,"19,100","1,374",0,249,"20,723"
IA0313,WILLIAM PATON PUBLIC LIBRARY,Rural,,322,"14,718",869,0,"5,091","20,678"
IA0314,RIPPEY PUBLIC LIBRARY,Rural,,327,"14,161",0,0,775,"14,936"
IA0316,BAYARD PUBLIC LIBRARY,Rural,,"1,420","74,162","3,576",0,"4,692","82,430"
IA0317,MARY J. BARNETT MEMORIAL LIBRARY,Rural,,"2,279","111,725","1,744",0,"2,011","115,480"
IA0318,JAMAICA PUBLIC LIBRARY,Rural,,462,"13,783",0,0,"2,500","16,283"
IA0319,MENLO PUBLIC LIBRARY,Rural,,434,"23,639","1,235",0,"3,937","28,811"
IA0320,PANORA PUBLIC LIBRARY,Rural,,"4,068","82,300","2,298",0,"8,521","93,119"
IA0323,MANSON PUBLIC LIBRARY,Rural,,"2,064","93,573","2,099",0,"5,018","100,690"
IA0324,ROCKWELL CITY PUBLIC LIBRARY,Rural,,"2,718","84,120","2,077",0,120,"86,317"
IA0325,CARROLL PUBLIC LIBRARY,Town,,"15,640","576,637","12,062",0,"12,823","601,522"
IA0326,CEDAR FALLS PUBLIC LIBRARY,City,,"42,012","1,817,656","33,911","5,165","30,915","1,887,647"
