FSCS Key,Library Name,Locale,Service Area Population,Total Library Programs,Children's Programs,Young Adult Programs,Adult Programs,Total Program Attendance,Children's Program Attendance,Adult Program Attendance,General Interest Program Attendance,General Interest Programs
IL0670,RIVERTON VILLAGE LIBRARY,Rural,"3,532",77,29,0,48,663,107,556,0,0
IL0687,WILLIAMSVILLE PUBLIC LIBRARY AND MUSEUM,Rural,"1,425",25,2,0,8,131,37,64,30,15
IL0689,RIVERSIDE PUBLIC LIBRARY,Suburban,"9,298",394,215,39,125,"6,019","2,266","3,188",300,15
IL0691,HINCKLEY PUBLIC LIBRARY DISTRICT,Rural,"2,717",233,96,60,60,"2,810","1,292",529,466,17
IL0692,TILDEN PUBLIC LIBRARY,Rural,750,12,10,0,1,34,29,4,1,1
IL0693,MARYVILLE COMMUNITY LIBRARY DISTRICT,Suburban,"10,514",32,3,0,0,593,6,0,587,29
IL0694,NEWMAN REGIONAL LIBRARY DISTRICT,Rural,"1,107",15,5,3,1,50,31,10,4,6
IL0695,CARRIER MILLS-STONEFORT PUBLIC LIBRARY DISTRICT,Rural,"2,636",3,3,0,0,45,45,0,0,0
IL0696,SUMMIT PUBLIC LIBRARY DISTRICT,Suburban,"11,163",65,30,8,27,878,673,125,0,0
IL0700,TRI-CITY PUBLIC LIBRARY DISTRICT,Rural,"3,611",220,60,0,160,"2,413","1,645",768,0,0
IL0701,PHOENIX PUBLIC LIBRARY DISTRICT,Suburban,"1,734",17,0,10,0,111,0,0,67,7
IL8001,GALATIA PUBLIC LIBRARY DISTRICT,Rural,"2,319",83,60,3,3,603,412,17,126,17
IL8003,FRANK BERTETTI BENLD PUBLIC LIBRARY,Town,"1,464",42,42,0,0,459,459,0,0,0
IL8005,WEST SANGAMON PUBLIC LIBRARY DISTRICT,Rural,"4,398",169,145,1,22,880,497,181,200,1
IL8007,KINMUNDY PUBLIC LIBRARY,Rural,733,30,5,1,18,702,111,104,479,6
IL8030,CHARLES B. PHILLIPS PUBLIC LIBRARY DISTRICT,Rural,"2,971",85,28,0,56,564,370,179,15,1
IL8032,CHENEYS GROVE TOWNSHIP LIBRARY,Rural,675,0,0,0,0,0,0,0,0,0
IL8033,FLANAGAN PUBLIC LIBRARY DISTRICT,Rural,"1,563",58,37,2,15,347,196,107,37,4
IN0001,WASHINGTON CARNEGIE PUBLIC LIBRARY,Town,"16,054",323,204,13,88,"3,407","2,244",798,312,18
IN0002,ODON WINKELPLECK PUBLIC LIBRARY,Rural,"5,831",37,24,0,11,970,912,56,2,2
IN0003,JASPER-DUBOIS COUNTY CONTRACTUAL PUBLIC LIBRARY,Town,"33,733","1,395",570,258,509,"33,163","15,474","10,008","2,900",58
IN0004,HUNTINGBURG PUBLIC LIBRARY,Town,"9,904",321,158,42,32,"6,501","2,456",122,"2,722",89
IN0005,OWENSVILLE CARNEGIE PUBLIC LIBRARY,Rural,"4,072",430,143,48,230,"2,161",433,"1,113",3,9
IN0006,PRINCETON PUBLIC LIBRARY,Town,"11,527",506,149,44,212,"5,935","2,747","1,817",871,101
IN0007,FORT BRANCH-JOHNSON TOWNSHIP PUBLIC LIBRARY,Town,"8,866",500,147,2,330,"6,914","3,382","2,330","1,179",21
IN0008,OAKLAND CITY-COLUMBIA TOWNSHIP PUBLIC LIBRARY,Town,"6,343",133,44,1,85,"1,718",643,817,251,3
IN0009,BICKNELL-VIGO TOWNSHIP PUBLIC LIBRARY,Town,"4,468",59,0,16,14,500,0,82,365,29
IN0010,KNOX COUNTY PUBLIC LIBRARY,Town,"31,488",89,59,0,12,"3,134",967,365,"1,802",18
IN0011,LOOGOOTEE PUBLIC LIBRARY,Town,"5,735",76,36,6,23,"4,075","1,999","1,669",378,11
IN0012,SHOALS PUBLIC LIBRARY,Rural,"4,052",110,17,1,52,"1,353",530,497,317,40
IN0013,PERRY COUNTY PUBLIC LIBRARY,Rural,"20,694",176,122,12,14,"3,286","2,175",187,850,28
IN0015,PIKE COUNTY PUBLIC LIBRARY,Rural,"12,250",674,400,101,100,"4,690","2,037",642,"1,478",73
IN0016,POSEYVILLE CARNEGIE PUBLIC LIBRARY,Rural,"4,586",151,128,8,13,"1,542","1,061",347,115,2
IN0017,NEW HARMONY WORKINGMEN`S INSTITUTE,Rural,"1,245",139,32,4,57,"3,401",169,"1,389","1,812",46
IN0018,ALEXANDRIAN PUBLIC LIBRARY,Town,"19,391",387,185,48,146,"6,962","4,024","1,752",541,8
IN0019,SPENCER COUNTY PUBLIC LIBRARY,Rural,"8,810",702,419,6,221,"14,536","9,041","2,383","2,838",56
IN0020,EVANSVILLE-VANDERBURGH PUBLIC LIBRARY,City,"180,136","2,050","1,045",255,513,"56,942","15,647","17,258","21,873",237
IN0021,WILLARD LIBRARY OF EVANSVILLE,City,"117,298",209,134,0,75,"6,244","4,039","2,205",0,0
IN0022,NEWBURGH CHANDLER PUBLIC LIBRARY,Suburban,"41,238",479,260,75,138,"12,494","9,869",780,"1,337",6
IN0023,BOONVILLE-WARRICK COUNTY PUBLIC LIBRARY,Town,"22,660",859,428,78,116,"22,303","10,319","3,802","5,766",237
IN0024,REMINGTON-CARPENTER TOWNSHIP PUBLIC LIBRARY,Rural,"1,925",108,45,6,51,"1,345",740,366,203,6
IN0025,JASPER COUNTY PUBLIC LIBRARY,Town,"30,993",680,310,60,216,"15,385","10,510","1,697","2,341",94
IN0026,WHITING PUBLIC LIBRARY,Suburban,"4,559",339,186,23,101,"6,101","4,498",768,453,29
IN0027,EAST CHICAGO PUBLIC LIBRARY,Suburban,"26,370","1,316",341,353,326,"19,423","5,822","2,888","8,506",296
IN0028,GARY PUBLIC LIBRARY,City,"64,976",122,49,16,35,"3,365",783,686,"1,720",22
IN0029,HAMMOND PUBLIC LIBRARY,Suburban,"77,879",464,220,31,125,"7,194","3,944",853,"2,176",88
IN0030,LAKE COUNTY PUBLIC LIBRARY,Suburban,"251,239","2,238",994,313,873,"25,522","13,680","6,469","2,227",58
IN0031,CROWN POINT COMMUNITY PUBLIC LIBRARY,Suburban,"51,557",870,399,20,402,"24,718","8,964","3,833","11,551",49
IN0033,MICHIGAN CITY PUBLIC LIBRARY,City,"35,913",504,213,62,115,"23,550","16,253","2,404","4,228",114
IN0034,WESTVILLE-NEW DURHAM TOWNSHIP PUBLIC LIBRARY,Town,"8,105",50,9,7,22,362,146,92,104,12
IN0035,WANATAH PUBLIC LIBRARY,Rural,"1,825",56,36,0,14,277,187,80,10,6
IN0036,LA CROSSE PUBLIC LIBRARY,Rural,"1,000",119,98,2,15,673,443,74,145,4
IN0037,LA PORTE COUNTY PUBLIC LIBRARY,City,"65,515",628,244,82,185,"8,855","4,697","1,083","2,729",117
IN0038,NEWTON COUNTY PUBLIC LIBRARY,Rural,"9,189",345,238,15,55,"5,930","3,737",393,"1,706",37
IN0039,BROOK-IROQUOIS-WASHINGTON TOWNSHIP PUBLIC LIBRARY,Rural,"1,554",147,87,10,22,"2,021",571,156,"1,256",28
IN0040,KENTLAND-JEFFERSON TOWNSHIP PUBLIC LIBRARY,Rural,"1,987",109,41,0,67,"1,275",458,772,45,1
IN0041,GOODLAND & GRANT TOWNSHIP PUBLIC LIBRARY,Rural,"1,100",39,0,0,0,549,0,0,549,39
IN0043,PORTER COUNTY PUBLIC LIBRARY SYSTEM,Suburban,"152,580",742,554,50,53,"23,508","14,549",693,"7,502",85
IN0044,WESTCHESTER PUBLIC LIBRARY,Suburban,"20,635",317,155,36,102,"4,960","3,054","1,119",658,24
IN0045,FRANCESVILLE-SALEM TOWNSHIP PUBLIC LIBRARY,Rural,"1,735",90,52,10,10,"1,489",869,21,574,18
IN0046,PULASKI COUNTY PUBLIC LIBRARY,Town,"9,785",407,266,6,87,"5,725","1,194",562,"3,922",48
IN0047,MONTEREY-TIPPECANOE TOWNSHIP PUBLIC LIBRARY,Rural,994,110,29,23,58,195,129,66,0,0
IN0048,NORTH JUDSON-WAYNE TOWNSHIP PUBLIC LIBRARY,Rural,"4,609",80,49,19,0,"1,238",876,0,260,12
IN0049,STARKE COUNTY PUBLIC LIBRARY SYSTEM,Town,"18,762",262,95,3,148,"5,551","4,166",911,460,16
IN0050,ELKHART PUBLIC LIBRARY,City,"95,908","1,453","1,231",43,105,"30,471","23,967","1,166","4,858",74
IN0051,WAKARUSA-OLIVE & HARRISON TOWNSHIP PUBLIC LIBRARY,Rural,"6,935",163,83,8,25,"2,086","1,327",145,577,47
IN0052,NAPPANEE PUBLIC LIBRARY,Town,"10,482",455,228,34,165,"7,605","5,598",946,790,28
IN0053,BRISTOL-WASHINGTON TOWNSHIP PUBLIC LIBRARY,Suburban,"6,892",214,74,50,67,"4,426","1,000","2,306",940,23
IN0054,GOSHEN PUBLIC LIBRARY,City,"38,606",281,178,68,35,"7,352","5,962",418,0,0
IN0055,MIDDLEBURY COMMUNITY PUBLIC LIBRARY,Town,"24,185",265,127,31,62,"3,976","2,340",342,600,45
IN0056,BELL MEMORIAL PUBLIC LIBRARY,Rural,"3,922",106,66,30,10,852,752,20,0,0
IN0057,WARSAW COMMUNITY PUBLIC LIBRARY,Town,"30,433",359,235,28,87,"6,513","5,169",301,804,9
IN0058,MILFORD PUBLIC LIBRARY,Rural,"4,903",109,77,1,25,974,,155,137,6
IN0058,MILFORD PUBLIC LIBRARY,Rural,"4,903",,,,,,-2,,,
IN0059,SYRACUSE-TURKEY CREEK TOWNSHIP PUBLIC LIBRARY,Town,"8,659",407,100,70,236,"3,979","1,763","1,555",300,1
IN0060,PIERCETON & WASHINGTON TOWNSHIP PUBLIC LIBRARY,Rural,"4,145",26,24,0,0,106,70,0,36,2
IN0061,CULVER-UNION TOWNSHIP PUBLIC LIBRARY,Rural,"2,771",623,423,9,189,"7,223","6,086",892,178,2
IN0062,PLYMOUTH PUBLIC LIBRARY,Town,"26,285",309,180,10,104,"9,461","7,356",863,"1,055",15
IN0063,BREMEN PUBLIC LIBRARY,Town,"8,937",728,289,190,210,"14,354","6,917","2,912","1,216",39
IN0064,ARGOS PUBLIC LIBRARY,Rural,"3,919",111,76,1,30,"1,326","1,005",203,114,4
IN0065,BOURBON PUBLIC LIBRARY,Rural,"5,683",69,52,14,0,"2,640","1,667",232,488,3
IN0066,NEW CARLISLE & OLIVE TOWNSHIP PUBLIC LIBRARY,Town,"4,364",224,146,22,46,"3,920","2,592",312,901,10
IN0067,WALKERTON-LINCOLN TOWNSHIP PUBLIC LIBRARY,Town,"2,859",113,64,0,29,"3,150","1,000",500,"1,650",20
IN0068,ST JOSEPH COUNTY PUBLIC LIBRARY,City,"170,799","1,940",955,282,525,"36,129","20,128","7,386","6,621",178
IN0069,MISHAWAKA-PENN-HARRIS PUBLIC LIBRARY,City,"93,095",719,377,91,186,,,,,65
IN0069,MISHAWAKA-PENN-HARRIS PUBLIC LIBRARY,City,"93,095",,,,,-1,-2,-1,-1,
IN0071,BERNE PUBLIC LIBRARY,Town,"4,173",190,168,3,12,"2,839","2,299",161,333,7
IN0073,ALLEN COUNTY PUBLIC LIBRARY,City,"385,410","5,344","2,788",834,"1,165","122,548","55,457","13,057","40,579",557
IN0074,GARRETT PUBLIC LIBRARY,Town,"9,399",583,295,118,145,"10,381","5,475","2,599",887,25
IN0075,ECKHART PUBLIC LIBRARY,Town,"14,456",534,251,73,178,"21,876","3,939","15,195","2,187",32
IN0076,WATERLOO-GRANT TOWNSHIP PUBLIC LIBRARY,Town,"3,110",292,158,19,66,"6,544","2,849",405,"3,042",49
IN0077,BUTLER PUBLIC LIBRARY,Town,"4,833",370,155,20,174,"4,797","2,091","1,458","1,111",21
IN0078,ANDREWS-DALLAS TOWNSHIP PUBLIC LIBRARY,Rural,"2,041",107,47,3,43,852,437,206,201,14
IN0079,ROANOKE PUBLIC LIBRARY,Rural,"1,762",113,103,3,7,"1,181","1,144",30,0,0
IN0080,HUNTINGTON CITY-TOWNSHIP PUBLIC LIBRARY,Town,"21,397",422,217,65,112,"6,940","4,085",922,"1,557",28
IN0082,WARREN PUBLIC LIBRARY,Rural,"2,260",45,10,7,26,518,136,167,202,2
IN0083,LA GRANGE COUNTY PUBLIC LIBRARY,Town,"40,446",551,298,34,190,"5,256","3,491",844,677,29
IN0084,LIGONIER PUBLIC LIBRARY,Town,"6,900",176,83,22,35,"5,647","1,994",338,"3,173",36
IN0085,NOBLE COUNTY PUBLIC LIBRARY,Rural,"23,306",424,197,54,130,"9,437","3,518",980,"4,439",43
IN0086,KENDALLVILLE PUBLIC LIBRARY,Rural,"17,007",645,257,123,218,"13,321","5,029","2,453","5,108",47
IN0088,CARNEGIE PUBLIC LIBRARY OF STEUBEN COUNTY,Town,"15,134",266,94,14,137,"4,276","1,188","2,748",302,21
IN0089,FREMONT PUBLIC LIBRARY,Rural,"6,938",368,169,91,99,"7,214","4,006",495,"1,513",9
IN0090,WELLS COUNTY PUBLIC LIBRARY,Town,"27,704",812,451,138,214,"18,204","9,619","2,418","2,322",9
IN0091,SOUTH WHITLEY COMMUNITY PUBLIC LIBRARY,Rural,"5,110",518,292,27,158,"7,662","5,037","1,054",981,41
IN0092,PEABODY PUBLIC LIBRARY,Town,"15,874",650,304,81,260,"6,711","3,988","1,676",499,5
IN0093,CHURUBUSCO PUBLIC LIBRARY,Rural,"5,234",154,122,17,13,"2,866",247,88,"2,510",2
IN0094,YORK TOWNSHIP PUBLIC LIBRARY,Rural,155,84,24,0,60,337,36,301,0,0
IN0095,EARL PARK-RICHLAND TOWNSHIP PUBLIC LIBRARY,Rural,562,115,61,3,46,440,116,179,145,5
IN0096,BOSWELL-GRANT TOWNSHIP PUBLIC LIBRARY,Rural,"1,085",42,9,0,23,467,173,147,147,10
IN0097,BENTON COUNTY PUBLIC LIBRARY,Rural,"4,187",809,63,8,19,"2,891",219,718,"1,914",719
IN0098,OXFORD PUBLIC LIBRARY,Rural,"1,551",312,185,25,20,"5,516",985,103,"4,349",82
IN0099,OTTERBEIN PUBLIC LIBRARY,Rural,"2,004",222,160,3,20,"3,903","2,024",147,"1,704",39
IN0100,DELPHI PUBLIC LIBRARY,Town,"7,783",244,83,36,60,"6,527","2,559",986,"2,224",65
IN0101,CAMDEN-JACKSON TOWNSHIP PUBLIC LIBRARY,Rural,"1,790",17,8,4,2,130,25,28,47,3
IN0102,FLORA-MONROE TOWNSHIP PUBLIC LIBRARY,Rural,"3,888",157,84,30,2,"2,536","1,956",20,460,41
IN0103,COLFAX-PERRY TOWNSHIP PUBLIC LIBRARY,Rural,"1,494",110,77,11,16,956,619,55,227,6
IN0104,FRANKFORT COMMUNITY PUBLIC LIBRARY-CLINTON COUNTY CONTRACTUA,Town,"31,417","1,256",779,77,349,"19,135","11,611",812,"4,305",51
IN0105,KIRKLIN PUBLIC LIBRARY,Rural,"1,219",79,66,0,3,816,592,44,180,10
IN0106,ATTICA PUBLIC LIBRARY,Town,"3,941",154,100,0,33,"5,051","2,043",221,"2,787",21
IN0107,COVINGTON-VEEDERSBURG PUBLIC LIBRARY,Town,"6,654",497,199,47,57,"8,275","4,148",497,"3,116",194
IN0108,KINGMAN-MILLCREEK PUBLIC LIBRARY,Rural,"1,385",63,26,12,7,635,497,8,130,18
IN0109,CRAWFORDSVILLE DISTRICT PUBLIC LIBRARY,Town,"25,087",342,248,17,34,"7,262","4,237",320,"2,620",43
IN0110,WAVELAND-BROWN TOWNSHIP PUBLIC LIBRARY,Rural,"1,617",118,87,8,5,748,511,106,103,18
IN0111,LINDEN CARNEGIE PUBLIC LIBRARY,Rural,"1,192",139,69,2,61,870,410,230,150,7
IN0112,DARLINGTON PUBLIC LIBRARY,Rural,"2,141",32,28,0,0,"3,944",144,0,"3,800",4
IN0113,LADOGA-CLARK TOWNSHIP PUBLIC LIBRARY,Rural,"1,841",62,36,3,7,"1,136",623,46,447,16
IN0114,WEST LAFAYETTE PUBLIC LIBRARY,City,"44,595",420,311,24,77,"7,857","6,175","1,148",294,8
IN0115,TIPPECANOE COUNTY PUBLIC LIBRARY,City,"142,059",574,536,13,22,"2,512","2,311",103,71,3
IN0116,WEST LEBANON-PIKE TOWNSHIP PUBLIC LIBRARY,Rural,"3,619",27,25,1,0,296,229,0,65,1
IN0117,WILLIAMSPORT-WASHINGTON TOWNSHIP PUBLIC LIBRARY,Town,"4,464",121,53,12,41,"7,130","2,736","1,583","2,027",15
IN0118,WOLCOTT COMMUNITY PUBLIC LIBRARY,Rural,"2,134",56,41,4,10,"1,217",817,301,50,1
IN0119,BROOKSTON-PRAIRIE TOWNSHIP PUBLIC LIBRARY,Rural,"3,907",224,87,0,128,"1,295",557,617,121,9
IN0120,MONON TOWN & TOWNSHIP PUBLIC LIBRARY,Rural,"6,538",99,47,7,39,"2,263","1,405",219,602,6
IN0121,MONTICELLO-UNION TOWNSHIP PUBLIC LIBRARY,Town,"14,392",386,152,57,162,"6,746","4,056",958,"1,171",15
IN0122,ROYAL CENTER-BOONE TOWNSHIP PUBLIC LIBRARY,Rural,"1,988",234,72,36,45,"1,466",183,423,823,81
IN0123,LOGANSPORT-CASS COUNTY PUBLIC LIBRARY,Town,"34,161",317,252,14,45,"9,142","7,159","1,485",275,6
IN0124,WALTON & TIPTON TOWNSHIP PUBLIC LIBRARY,Rural,"2,304",302,135,6,156,"4,927","2,075","2,126",575,5
IN0125,KEWANNA-UNION TOWNSHIP PUBLIC LIBRARY,Rural,"1,385",799,329,169,263,"21,586","11,748","4,547","3,646",38
IN0126,FULTON COUNTY PUBLIC LIBRARY,Town,"16,149",864,483,102,168,"16,195","9,731","1,453","3,997",111
IN0127,AKRON CARNEGIE PUBLIC LIBRARY,Rural,"3,072",199,113,7,50,"5,600","2,462",288,"2,790",29
IN0128,KOKOMO-HOWARD COUNTY PUBLIC LIBRARY,City,"77,304","1,428",626,234,389,"42,787","20,171","9,861","9,874",179
IN0129,GREENTOWN & EASTERN HOWARD SCHOOL PUBLIC LIBRARY,Town,"6,354",257,126,46,72,"5,045","2,730",933,440,13
IN0130,PERU PUBLIC LIBRARY,Town,"11,073",177,134,0,32,"4,858","3,019",189,"1,650",11
IN0131,CONVERSE-JACKSON TOWNSHIP PUBLIC LIBRARY,Rural,"4,739",31,12,0,13,539,260,111,168,6
IN0132,TIPTON COUNTY PUBLIC LIBRARY,Town,"15,359",152,111,13,26,"3,632","1,786",789,"1,000",2
IN0133,ROANN-PAW PAW TOWNSHIP PUBLIC LIBRARY,Rural,"1,542",12,5,2,2,242,87,34,109,3
IN0134,NORTH MANCHESTER PUBLIC LIBRARY,Town,"5,277",514,292,46,94,"10,831","5,092","1,023","4,429",82
IN0135,WABASH CARNEGIE PUBLIC LIBRARY,Town,"10,440",271,224,16,24,"4,723","3,820",114,462,7
IN0136,HARTFORD CITY PUBLIC LIBRARY,Town,"9,614",49,49,0,0,"1,501","1,501",0,0,0
IN0137,MONTPELIER-HARRISON TOWNSHIP PUBLIC LIBRARY,Rural,"2,353",100,88,0,12,231,120,111,0,0
IN0138,MUNCIE-CENTER TOWNSHIP PUBLIC LIBRARY,City,"64,943",868,484,83,258,"7,911","4,726","2,347",586,43
IN0139,FAYETTE COUNTY PUBLIC LIBRARY,Town,"23,398",200,104,22,69,"1,219",727,264,184,5
IN0140,FRANKLIN COUNTY PUBLIC LIBRARY DISTRICT,Rural,"10,596",508,372,34,48,"8,014","5,724",332,"1,730",54
IN0141,SWAYZEE PUBLIC LIBRARY,Rural,"1,692",130,48,0,80,"1,620","1,012",307,301,2
IN0142,MARION PUBLIC LIBRARY,Town,"27,980",216,95,23,62,"2,562","1,199",521,671,36
IN0143,GAS CITY-MILL TOWNSHIP PUBLIC LIBRARY,Town,"8,981",175,97,47,28,"4,679","3,552",194,300,3
IN0144,JONESBORO PUBLIC LIBRARY,Town,"1,516",8,3,2,1,55,16,13,13,2
IN0145,FAIRMOUNT PUBLIC LIBRARY,Town,"3,986",161,114,0,38,"2,021",795,951,275,9
IN0146,VAN BUREN PUBLIC LIBRARY,Rural,"1,836",46,23,9,14,151,91,47,0,0
IN0147,BARTON REES POGUE MEMORIAL PUBLIC LIBRARY,Town,"6,837",117,108,3,3,"1,985","1,897",21,42,3
IN0148,MATTHEWS PUBLIC LIBRARY,Rural,"1,963",1,1,0,0,0,0,0,0,0
IN0149,MIDDLETOWN FALL CREEK TOWNSHIP PUBLIC LIBRARY,Town,"4,665",124,49,22,49,596,387,133,25,4
IN0150,NEW CASTLE-HENRY COUNTY PUBLIC LIBRARY,Town,"39,935",268,122,44,34,"7,903","2,235",342,"5,078",68
IN0151,SPICELAND TOWN-TOWNSHIP PUBLIC LIBRARY,Rural,"2,184",,,,,58,10,16,26,
IN0151,SPICELAND TOWN-TOWNSHIP PUBLIC LIBRARY,Rural,"2,184",-1,-2,-1,-1,,,,,-1
IN0152,KNIGHTSTOWN PUBLIC LIBRARY,Town,"2,140",45,40,0,3,331,299,17,15,2
IN0153,DUNKIRK PUBLIC LIBRARY,Town,"2,164",212,146,12,14,"2,336","1,890",139,293,40
IN0154,PENN TOWNSHIP PUBLIC LIBRARY,Rural,"1,133",9,4,1,0,724,19,0,700,4
IN0155,JAY COUNTY PUBLIC LIBRARY,Town,"17,124",241,176,0,56,"6,410","4,534",609,"1,267",9
IN0156,NORTH MADISON COUNTY PUBLIC LIBRARY SYSTEM,Town,"18,930",424,165,28,185,"3,072",896,737,720,46
IN0157,ALEXANDRIA-MONROE PUBLIC LIBRARY,Suburban,"8,777",476,259,61,142,"3,475","1,917",675,525,14
IN0158,ANDERSON PUBLIC LIBRARY,City,"69,871","1,526","1,290",141,55,"25,106","21,035",585,"1,720",40
IN0159,PENDLETON COMMUNITY PUBLIC LIBRARY,Suburban,"26,748",364,127,131,101,"5,309","2,625",610,497,5
IN0160,FARMLAND PUBLIC LIBRARY,Rural,"6,304",23,11,11,0,150,68,0,18,1
IN0161,WINCHESTER COMMUNITY PUBLIC LIBRARY,Town,"8,191",90,80,9,1,"2,159","2,022",14,0,0
IN0162,WASHINGTON TOWNSHIP PUBLIC LIBRARY,Rural,"4,954",50,10,0,25,346,40,6,300,15
IN0163,RIDGEVILLE PUBLIC LIBRARY,Rural,"1,124",6,4,2,0,20,15,0,0,0
IN0164,UNION CITY PUBLIC LIBRARY,Town,"4,012",50,18,0,12,108,22,38,48,20
IN0165,HENRY HENLEY PUBLIC LIBRARY,Rural,"2,035",44,19,0,22,409,144,190,75,3
IN0166,RUSHVILLE PUBLIC LIBRARY,Town,"13,890",105,55,10,32,"1,255",393,336,475,8
IN0167,UNION COUNTY PUBLIC LIBRARY,Rural,"7,087",767,358,58,224,"15,301","8,610","2,081","4,306",127
IN0168,HAGERSTOWN-JEFFERSON TOWNSHIP PUBLIC LIBRARY,Rural,"3,207",296,151,37,39,"3,541","2,573",317,190,69
IN0169,DUBLIN PUBLIC LIBRARY,Town,679,90,12,,53,396,11,240,0,0
IN0169,DUBLIN PUBLIC LIBRARY,Town,679,,,-1,,,,,,
IN0170,CAMBRIDGE CITY PUBLIC LIBRARY,Town,"5,025",98,50,14,27,"1,091",714,105,180,7
IN0171,MORRISSON-REEVES LIBRARY,Town,"50,318",408,94,40,266,"6,175","1,469","3,015","1,538",8
IN0172,CENTERVILLE-CENTER TOWNSHIP PUBLIC LIBRARY,Town,"7,324",85,60,1,21,940,466,178,292,3
IN0173,BRAZIL PUBLIC LIBRARY,Suburban,"8,604",55,36,0,12,891,325,75,491,7
IN0174,JASONVILLE PUBLIC LIBRARY,Rural,"4,923",17,16,0,1,152,141,11,0,0
IN0175,LINTON PUBLIC LIBRARY,Town,"8,158",159,84,25,46,"2,663","1,875",398,201,4
IN0176,WORTHINGTON JEFFERSON TOWNSHIP PUBLIC LIBRARY,Rural,"1,959",32,24,0,8,746,709,37,0,0
IN0177,BLOOMFIELD-EASTERN GREENE COUNTY PUBLIC LIBRARY,Town,"13,835",99,60,18,15,"1,920","1,135",87,563,6
IN0178,BEDFORD PUBLIC LIBRARY,Town,"33,833",903,784,2,60,"17,422","11,255",697,"5,458",57
IN0179,MITCHELL COMMUNITY PUBLIC LIBRARY,Town,"11,178",76,70,3,1,"2,454","2,416",9,14,2
IN0180,MONROE COUNTY PUBLIC LIBRARY,City,"139,718","1,408",538,268,563,"24,956","14,250","5,221","2,710",39
IN0181,OWEN COUNTY PUBLIC LIBRARY,Rural,"21,321",481,236,7,66,"10,303","5,729",683,"3,835",172
IN0182,MONTEZUMA PUBLIC LIBRARY,Rural,"1,292",86,52,26,7,744,670,34,15,1
IN0183,PARKE COUNTY PUBLIC LIBRARY,Town,"15,115",128,96,10,13,"1,754","1,016",115,563,9
IN0184,PUTNAM COUNTY PUBLIC LIBRARY,Town,"35,117",412,157,27,206,"4,060","1,902","1,244",862,22
IN0185,ROACHDALE-FRANKLIN TOWNSHIP PUBLIC LIBRARY,Rural,"1,609",86,67,0,14,"1,384","1,122",88,174,5
IN0186,SULLIVAN COUNTY PUBLIC LIBRARY,Town,"20,817",348,175,32,67,"4,593","2,096",417,"1,917",74
IN0187,VERMILLION COUNTY PUBLIC LIBRARY,Rural,"6,555",346,238,88,13,"2,251","1,595",86,275,7
IN0188,CLINTON PUBLIC LIBRARY,Town,"8,884",568,423,112,17,"4,437","2,391",423,912,16
IN0189,VIGO COUNTY PUBLIC LIBRARY,City,"106,153",745,267,65,265,"16,064","4,922","4,927","5,878",148
IN0190,THORNTOWN PUBLIC LIBRARY,Rural,"5,962",340,114,12,211,"8,517","4,020","3,034","1,184",3
IN0191,LEBANON PUBLIC LIBRARY,Town,"25,311",492,205,208,79,"17,011","14,739",720,0,0
IN0193,SHERIDAN PUBLIC LIBRARY,Rural,"5,218",180,72,11,60,"3,210",904,421,"1,844",37
IN0194,WESTFIELD-WASHINGTON PUBLIC LIBRARY,Suburban,"49,262","1,134",532,411,126,"16,837","11,504","1,673","1,937",65
IN0195,CARMEL CLAY PUBLIC LIBRARY,City,"99,093",965,617,170,138,"24,294","13,562","2,135",891,40
IN0196,HAMILTON NORTH PUBLIC LIBRARY,Suburban,"10,863",306,182,11,109,"2,555","1,684",647,187,4
IN0197,HAMILTON EAST PUBLIC LIBRARY,Suburban,"180,617","1,390",646,139,527,"25,894","21,320","1,484","2,454",78
IN0198,FORTVILLE-VERNON TOWNSHIP PUBLIC LIBRARY,Suburban,"15,615",103,78,1,14,"7,256","2,421",127,"4,633",10
IN0199,HANCOCK COUNTY PUBLIC LIBRARY,Suburban,"64,225",453,350,37,64,"10,773","9,465",674,151,2
IN0200,COATESVILLE-CLAY TOWNSHIP PUBLIC LIBRARY,Rural,"2,341",47,37,0,10,708,623,85,0,0
IN0201,BROWNSBURG PUBLIC LIBRARY,Suburban,"49,089",467,304,69,94,"8,080","6,942",791,0,0
IN0202,DANVILLE-CENTER TOWNSHIP PUBLIC LIBRARY,Suburban,"14,661",402,194,99,68,"8,132","3,352",482,"3,504",41
IN0203,CLAYTON-LIBERTY TOWNSHIP PUBLIC LIBRARY,Rural,"6,055",205,68,9,20,"2,157","1,025",100,"1,018",108
IN0204,AVON-WASHINGTON TOWNSHIP PUBLIC LIBRARY,Suburban,"57,176",372,278,44,42,"5,448","3,493",386,"1,228",8
IN0205,PLAINFIELD-GUILFORD TOWNSHIP PUBLIC LIBRARY,Suburban,"33,797",769,450,149,168,"9,718","5,313","1,666",416,2
IN0206,GREENWOOD PUBLIC LIBRARY,Suburban,"33,151",715,439,122,126,"16,267","11,561","2,037","1,807",28
IN0207,JOHNSON COUNTY PUBLIC LIBRARY,Suburban,"124,714","2,325","1,423",125,390,"44,519","24,414","5,355","12,738",387
IN0208,EDINBURGH WRIGHT-HAGEMAN PUBLIC LIBRARY,Suburban,"4,079",65,20,33,12,"1,207",154,756,0,0
IN0209,SPEEDWAY PUBLIC LIBRARY,Suburban,"13,952",189,82,2,77,"3,722","2,965",198,500,28
