FSCS Key,Library Name,Locale,Service Area Population,Central Library,Branch Library,Bookmobiles
KS0291,MINNEOLA CITY LIBRARY,Rural,752,1,0,0
KS0292,BUCKLIN PUBLIC LIBRARY,Rural,719,1,0,0
KS0293,PROTECTION TOWNSHIP LIBRARY,Rural,652,1,0,0
KS0294,JETMORE PUBLIC LIBRARY,Rural,759,1,0,0
KS0295,ASHLAND LIBRARY,Rural,770,1,0,0
KS0296,MONTEZUMA TOWNSHIP LIBRARY,Rural,"1,510",1,0,0
KS0297,PLAINS COMMUNITY LIBRARY,Rural,"1,395",1,0,0
KS0298,DUDLEY TOWNSHIP LIBRARY,Rural,"1,488",1,0,0
KS0299,CIMARRON CITY LIBRARY,Rural,"1,910",1,1,0
KS0300,HAMILTON COUNTY PUBLIC LIBRARY,Rural,"2,484",1,0,0
KS0301,COLDWATER-WILMORE REGIONAL LIBRARY,Rural,"1,018",1,1,0
KS0302,MEADE PUBLIC LIBRARY,Rural,"1,023",1,0,0
KS0303,HASKELL TOWNSHIP LIBRARY,Rural,"1,853",1,0,0
KS0304,GREELEY COUNTY PUBLIC LIBRARY,Rural,"1,304",1,0,0
KS0305,KINSLEY,Rural,"1,417",1,0,0
KS0306,NESS CITY PUBLIC LIBRARY,Rural,"1,327",1,0,0
KS0307,STANTON COUNTY PUBLIC LIBRARY,Rural,"2,044",1,0,0
KS0308,DIGHTON/LANE COUNTY LIBRARY,Rural,"1,565",1,0,0
KS0309,WICHITA COUNTY LIBRARY,Rural,"2,082",1,0,0
KS0310,ELKHART/MORTON COUNTY LIBRARY,Rural,"2,692",1,1,0
KS0311,KEARNY COUNTY LIBRARY,Rural,"3,891",1,0,0
KS0312,STEVENS COUNTY LIBRARY,Town,"5,293",1,0,0
KS0313,SCOTT COUNTY LIBRARY,Town,"5,131",1,0,0
KS0314,GRANT COUNTY LIBRARY,Town,"7,324",1,0,0
KS0315,LIBERAL MEMORIAL LIBRARY,Town,"19,640",1,0,0
KS0316,DODGE CITY PUBLIC LIBRARY,Town,"27,690",1,0,0
KS0317,FINNEY COUNTY PUBLIC LIBRARY,Town,"38,107",1,0,0
KS0318,VERMILLION PUBLIC LIBRARY,Rural,78,1,0,0
KS0320,BERN COMMUNITY LIBRARY,Rural,392,1,0,0
KS0321,SELDEN PUBLIC LIBRARY,Rural,189,1,0,0
KS0323,ARMA CITY LIBRARY,Rural,"1,406",1,0,0
KS0326,GARDEN PLAIN COMMUNITY LIBRARY,Rural,941,1,0,0
KS0340,ROSE HILL PUBLIC LIBRARY,Town,"4,269",1,0,0
KS0341,WILLIAMSBURG COMMUNITY LIBRARY,Rural,390,1,0,0
KS0342,RILEY CITY LIBRARY,Rural,977,1,0,0
KS0344,POMONA COMMUNITY LIBRARY,Rural,890,1,0,0
KS8001,HILLCREST LIBRARY,Rural,587,1,0,0
KS8002,BECK-BOOKMAN LIBRARY,Town,"3,329",1,0,0
KS8003,LURAY CITY LIBRARY,Rural,167,1,0,0
KS8004,PARK CITY PUBLIC LIBRARY,Suburban,"8,503",1,0,0
KS8006,ANDALE DISTRICT LIBRARY,Rural,"1,989",1,0,0
KS8007,MCLOUTH PUBLIC LIBRARY,Rural,858,1,0,0
KS8008,LANSING COMMUNITY LIBRARY,Town,"11,239",1,0,0
KS8009,LONGTON PUBLIC LIBRARY,Rural,277,1,0,0
KS8010,KINCAID COMMUNITY LIBRARY,Rural,341,1,0,0
KY0001,ADAIR COUNTY PUBLIC LIBRARY,Town,"19,202",1,0,1
KY0002,ALLEN COUNTY PUBLIC LIBRARY,Town,"21,315",1,0,0
KY0003,ANDERSON COUNTY PUBLIC LIBRARY,Town,"22,747",1,0,0
KY0005,MARY WOOD WELDON MEMORIAL PUBLIC LIBRARY,Town,"44,249",1,0,1
KY0006,BATH COUNTY MEMORIAL LIBRARY,Rural,"12,500",1,1,1
KY0007,BELL COUNTY PUBLIC LIBRARY SYSTEM,Town,"26,032",1,1,1
KY0008,BOONE COUNTY PUBLIC LIBRARY DISTRICT,Suburban,"133,581",1,5,1
KY0009,PARIS-BOURBON COUNTY LIBRARY,Town,"19,788",1,1,0
KY0010,BOYD COUNTY PUBLIC LIBRARY,City,"46,718",1,2,0
KY0011,BOYLE COUNTY PUBLIC LIBRARY,Town,"30,060",1,0,1
KY0012,BREATHITT COUNTY PUBLIC LIBRARY,Town,"12,630",1,0,0
KY0013,BRECKINRIDGE COUNTY PUBLIC LIBRARY,Rural,"20,477",1,2,0
KY0014,BULLITT COUNTY LIBRARY DISTRICT,Suburban,"81,676",1,4,0
KY0015,BUTLER COUNTY PUBLIC LIBRARY,Rural,"12,879",1,0,1
KY0016,GEORGE COON PUBLIC LIBRARY,Town,"12,747",1,1,0
KY0017,CALLOWAY COUNTY PUBLIC LIBRARY,Town,"39,001",1,0,0
KY0018,CAMPBELL COUNTY PUBLIC LIBRARY DISTRICT,Suburban,"93,584",1,3,0
KY0019,CARROLL COUNTY PUBLIC LIBRARY DISTRICT,Town,"10,631",1,0,0
KY0020,CASEY COUNTY PUBLIC LIBRARY,Rural,"16,159",1,0,1
KY0021,HOPKINSVILLE-CHRISTIAN COUNTY PUBLIC LIBRARY,Town,"70,461",1,0,0
KY0022,CLARK COUNTY PUBLIC LIBRARY,Town,"36,263",1,0,0
KY0023,CLAY COUNTY PUBLIC LIBRARY,Town,"19,901",1,0,1
KY0024,CLINTON COUNTY PUBLIC LIBRARY,Rural,"10,218",1,0,1
KY0025,CRITTENDEN COUNTY PUBLIC LIBRARY,Town,"8,806",1,0,1
KY0026,CUMBERLAND COUNTY PUBLIC LIBRARY,Rural,"6,614",1,0,1
KY0027,DAVIESS COUNTY PUBLIC LIBRARY DISTRICT,City,"101,511",1,0,0
KY0028,EDMONSON COUNTY PUBLIC LIBRARY,Rural,"12,150",1,0,2
KY0029,ELLIOTT COUNTY PUBLIC LIBRARY,Rural,"7,517",1,0,0
KY0030,ESTILL COUNTY PUBLIC LIBRARY,Town,"14,106",1,0,1
KY0031,LEXINGTON PUBLIC LIBRARY,City,"323,152",1,5,0
KY0032,FLEMING COUNTY PUBLIC LIBRARY,Rural,"14,581",1,0,1
KY0033,FLOYD COUNTY LIBRARY,Town,"35,589",1,1,0
KY0034,FRANKLIN COUNTY DISTRICT PUBLIC LIBRARY,Town,"50,991",1,0,0
KY0035,FULTON COUNTY PUBLIC LIBRARY,Town,"5,969",1,1,0
KY0037,GARRARD COUNTY PUBLIC LIBRARY,Town,"17,666",1,0,1
KY0038,GRANT COUNTY PUBLIC LIBRARY DISTRICT,Rural,"25,069",1,0,0
KY0039,GRAVES COUNTY PUBLIC LIBRARY,Town,"37,266",1,0,1
KY0040,GRAYSON COUNTY PUBLIC LIBRARY,Rural,"26,427",1,0,1
KY0041,GREEN COUNTY PUBLIC LIBRARY,Rural,"10,941",1,0,0
KY0042,GREENUP COUNTY PUBLIC LIBRARY,Suburban,"35,098",1,2,2
KY0043,HANCOCK COUNTY PUBLIC LIBRARY,Rural,"8,722",1,1,1
KY0044,HARDIN COUNTY PUBLIC LIBRARY,City,"110,958",1,0,2
KY0045,HARLAN COUNTY PUBLIC LIBRARY,Town,"26,010",1,2,1
KY0046,CYNTHIANA-HARRISON COUNTY PUBLIC LIBRARY,Town,"18,886",1,0,1
KY0047,HART COUNTY PUBLIC LIBRARY,Rural,"19,035",1,0,3
KY0048,HENDERSON COUNTY PUBLIC LIBRARY,Suburban,"45,210",1,0,1
KY0049,HENRY COUNTY PUBLIC LIBRARY,Rural,"16,126",1,0,1
KY0050,HICKMAN COUNTY MEMORIAL LIBRARY,Rural,"4,380",1,0,0
KY0051,HOPKINS COUNTY-MADISONVILLE PUBLIC LIBRARY,Town,"44,686",1,1,0
KY0052,JACKSON COUNTY PUBLIC LIBRARY,Rural,"13,329",1,0,1
KY0053,LOUISVILLE FREE PUBLIC LIBRARY,City,"766,757",1,16,1
KY0054,JESSAMINE COUNTY PUBLIC LIBRARY,Town,"54,115",1,1,0
KY0055,JOHNSON COUNTY PUBLIC LIBRARY,Town,"22,188",1,0,1
KY0056,KENTON COUNTY PUBLIC LIBRARY,Suburban,"166,998",1,2,0
KY0057,KNOTT COUNTY PUBLIC LIBRARY,Rural,"14,806",1,0,0
KY0058,KNOX COUNTY PUBLIC LIBRARY,Town,"31,145",1,0,1
KY0059,LARUE COUNTY PUBLIC LIBRARY,Rural,"14,398",1,0,1
KY0060,LAUREL COUNTY PUBLIC LIBRARY,Town,"60,813",1,0,1
KY0061,LAWRENCE COUNTY PUBLIC LIBRARY,Town,"15,317",1,0,0
KY0062,LEE COUNTY PUBLIC LIBRARY,Rural,"7,403",1,0,0
KY0063,LESLIE COUNTY PUBLIC LIBRARY,Rural,"9,877",1,0,1
KY0064,LETCHER COUNTY PUBLIC LIBRARY DISTRICT,Rural,"21,553",1,3,1
KY0065,LEWIS COUNTY PUBLIC LIBRARY,Rural,"13,275",1,0,1
KY0066,LINCOLN COUNTY PUBLIC LIBRARY,Town,"24,549",1,0,0
KY0067,LOGAN COUNTY PUBLIC LIBRARY,Town,"27,102",1,2,0
KY0068,LYON COUNTY PUBLIC LIBRARY,Rural,"8,210",1,0,1
KY0069,MADISON COUNTY PUBLIC LIBRARY,Town,"92,987",1,1,0
KY0070,MAGOFFIN COUNTY PUBLIC LIBRARY,Rural,"12,161",1,0,0
KY0071,MARION COUNTY PUBLIC LIBRARY,Town,"19,273",1,0,1
KY0072,MARSHALL COUNTY PUBLIC LIBRARY,Town,"31,100",1,2,1
KY0073,MARTIN COUNTY PUBLIC LIBRARY SYSTEM,Rural,"11,195",1,1,0
KY0074,MASON COUNTY PUBLIC LIBRARY,Town,"17,070",1,0,0
KY0075,MCCRACKEN COUNTY PUBLIC LIBRARY,Town,"65,418",1,0,1
KY0077,MEADE COUNTY PUBLIC LIBRARY,Rural,"28,572",1,0,1
KY0078,MENIFEE COUNTY PUBLIC LIBRARY,Rural,"6,489",1,0,0
KY0079,MERCER COUNTY PUBLIC LIBRARY,Town,"21,933",1,0,1
KY0080,METCALFE COUNTY PUBLIC LIBRARY,Rural,"10,071",1,0,1
KY0081,WILLIAM B. HARLAN MEMORIAL LIBRARY,Rural,"10,650",1,0,0
KY0082,MT. STERLING-MONTGOMERY COUNTY LIBRARY,Town,"28,157",1,1,1
KY0083,MORGAN COUNTY PUBLIC LIBRARY,Rural,"13,309",1,0,0
KY0085,NELSON COUNTY PUBLIC LIBRARY,Town,"46,233",1,2,1
KY0086,NICHOLAS COUNTY PUBLIC LIBRARY,Rural,"7,269",1,0,0
KY0087,OHIO COUNTY PUBLIC LIBRARY,Town,"23,994",1,1,1
KY0088,OLDHAM COUNTY PUBLIC LIBRARY,Suburban,"66,799",1,2,0
KY0089,OWEN COUNTY PUBLIC LIBRARY,Rural,"10,901",1,0,1
KY0090,OWSLEY COUNTY PUBLIC LIBRARY,Rural,"4,415",1,0,0
KY0091,PENDLETON COUNTY PUBLIC LIBRARY,Rural,"14,590",1,0,0
KY0092,PERRY COUNTY PUBLIC LIBRARY,Town,"25,758",1,0,1
KY0093,PIKE COUNTY PUBLIC LIBRARY DISTRICT,Town,"57,876",1,5,0
KY0094,POWELL COUNTY PUBLIC LIBRARY,Town,"12,359",1,0,0
KY0095,PULASKI COUNTY PUBLIC LIBRARY,Town,"64,979",1,4,1
KY0097,ROCKCASTLE COUNTY PUBLIC LIBRARY,Town,"16,695",1,0,1
KY0098,ROWAN COUNTY PUBLIC LIBRARY,Rural,"24,460",1,0,1
KY0099,RUSSELL COUNTY PUBLIC LIBRARY,Rural,"17,923",1,0,0
KY0100,SCOTT COUNTY PUBLIC LIBRARY,Town,"57,004",1,0,1
KY0101,SHELBY COUNTY LIBRARY DISTRICT,Town,"49,024",1,0,1
KY0102,GOODNIGHT MEMORIAL LIBRARY,Town,"18,572",1,0,1
KY0103,SPENCER COUNTY PUBLIC LIBRARY,Rural,"19,351",1,0,0
KY0104,TAYLOR COUNTY PUBLIC LIBRARY,Town,"25,769",1,0,1
KY0105,TODD COUNTY PUBLIC LIBRARY,Rural,"12,294",1,0,1
KY0106,JOHN L. STREET PUBLIC LIBRARY,Town,"14,651",1,0,0
KY0107,TRIMBLE COUNTY PUBLIC LIBRARY,Rural,"8,471",1,0,0
KY0108,UNION COUNTY PUBLIC LIBRARY DISTRICT,Town,"14,381",1,2,0
KY0109,WARREN COUNTY PUBLIC LIBRARY,City,"132,896",1,2,1
KY0110,WASHINGTON COUNTY PUBLIC LIBRARY,Rural,"12,095",1,0,1
KY0111,WAYNE COUNTY PUBLIC LIBRARY,Rural,"20,333",1,0,1
KY0112,WEBSTER COUNTY PUBLIC LIBRARY,Rural,"12,942",1,1,1
KY0113,WHITLEY COUNTY PUBLIC LIBRARY,Town,"36,264",1,0,1
KY0114,WOLFE COUNTY PUBLIC LIBRARY,Rural,"7,157",1,0,0
KY0115,WOODFORD COUNTY LIBRARY DISTRICT,Town,"26,734",1,1,0
KY0116,GALLATIN COUNTY PUBLIC LIBRARY DISTRICT,Rural,"8,869",1,0,0
KY0117,BALLARD/CARLISLE PUBLIC LIBRARY,Rural,"12,648",1,0,0
KY0118,ROBERTSON COUNTY PUBLIC LIBRARY,Rural,"2,108",1,0,0
KY0119,MUHLENBERG COUNTY PUBLIC LIBRARIES,Town,"30,622",1,1,0
KY0120,MCCREARY COUNTY PUBLIC LIBRARY,Rural,"17,231",1,0,1
KY0801,BRACKEN COUNTY PUBLIC LIBRARY,Rural,"8,303",1,0,0
KY0803,CARTER COUNTY PUBLIC LIBRARY,Rural,"26,797",1,1,0
KY0804,MCLEAN COUNTY PUBLIC LIBRARY,Rural,"9,207",1,0,1
KY0805,LIVINGSTON COUNTY PUBLIC LIBRARY,Rural,"9,194",1,0,0
KY0806,CORBIN PUBLIC LIBRARY,Town,"5,477",1,0,0
LA0001,TENSAS PARISH LIBRARY,Rural,"3,846",1,0,1
LA0002,GRANT PARISH LIBRARY,Rural,"22,000",1,4,1
LA0003,LASALLE PARISH LIBRARY,Town,"14,729",1,1,1
LA0004,CLAIBORNE PARISH LIBRARY,Town,"13,744",1,1,0
LA0005,WINN PARISH LIBRARY,Town,"13,205",1,4,0
LA0006,JACKSON PARISH LIBRARY,Town,"14,839",1,1,1
LA0007,WEST BATON ROUGE PARISH LIBRARY,Suburban,"28,034",1,0,1
LA0008,UNION PARISH LIBRARY,Town,"20,721",1,0,2
LA0009,ALLEN PARISH LIBRARIES,Rural,"22,320",1,2,1
LA0010,ST. JAMES PARISH LIBRARY,Town,"19,423",1,1,0
LA0011,ASSUMPTION PARISH LIBRARY,Suburban,"20,604",1,4,0
LA0012,CAMERON PARISH LIBRARY,Rural,"4,902",1,5,2
LA0013,RICHLAND PARISH LIBRARY,Town,"19,826",1,2,0
LA0014,CONCORDIA PARISH LIBRARY,Town,"18,116",1,2,1
LA0015,POINTE COUPEE PARISH LIBRARY,Town,"20,151",1,4,0
LA0016,FRANKLIN PARISH LIBRARY,Town,"19,308",1,1,0
LA0017,SABINE PARISH LIBRARY,Town,"21,985",1,4,0
LA0018,DESOTO PARISH LIBRARY,Town,"26,853",1,3,0
LA0019,PLAQUEMINES PARISH LIBRARY,Suburban,"22,516",1,2,0
LA0020,BEAUREGARD PARISH LIBRARY,Town,"36,570",1,4,0
LA0021,ST. JOHN THE BAPTIST PARISH LIBRARY,Suburban,"39,864",0,3,0
LA0022,IBERVILLE PARISH LIBRARY,Suburban,"29,506",1,7,0
LA0023,RED RIVER PARISH LIBRARY,Rural,"7,420",1,0,0
LA0024,JEFFERSON DAVIS PARISH LIBRARY,Town,"22,329",1,3,1
LA0025,EVANGELINE PARISH LIBRARY,Town,"31,986",1,5,0
LA0026,MOREHOUSE PARISH LIBRARY,Town,"24,446",1,3,0
LA0027,ST. CHARLES PARISH LIBRARY,Suburban,"50,998",1,5,1
LA0028,LINCOLN PARISH LIBRARY,Town,"48,129",1,0,0
LA0029,NATCHITOCHES PARISH LIBRARY,Town,"36,663",1,1,2
LA0030,ST. MARTIN PARISH LIBRARY,Town,"51,236",1,3,0
LA0031,AUDUBON REGIONAL LIBRARY,Rural,"29,957",1,2,0
LA0032,AVOYELLES PARISH LIBRARY,Town,"38,751",1,7,0
LA0033,WEBSTER PARISH LIBRARY,Town,"35,643",1,6,0
LA0034,CALDWELL PARISH LIBRARY,Rural,"9,554",1,0,0
LA0035,WASHINGTON PARISH LIBRARY,Rural,"45,025",1,3,0
LA0036,VERMILION PARISH LIBRARY,Town,"56,952",1,5,1
LA0037,ASCENSION PARISH LIBRARY,Town,"130,458",1,3,1
LA0038,VERNON PARISH LIBRARY,Town,"47,247",1,2,1
LA0039,ACADIA PARISH LIBRARY,Town,"56,744",1,6,0
LA0040,LIVINGSTON PARISH LIBRARY,Rural,"148,425",1,4,1
LA0041,IBERIA PARISH LIBRARY,Suburban,"68,327",1,7,0
LA0042,ST. BERNARD PARISH LIBRARY,Suburban,"44,479",1,1,0
LA0043,ST. MARY PARISH LIBRARY,Town,"36,633",1,6,0
LA0044,TANGIPAHOA PARISH LIBRARY,Town,"137,048",1,5,0
LA0045,EAST CARROLL PARISH LIBRARY,Town,"6,990",1,0,1
LA0046,BOSSIER PARISH LIBRARY,City,"129,276",1,6,0
LA0047,LAFOURCHE PARISH PUBLIC LIBRARY,City,"95,870",1,6,1
LA0048,TERREBONNE PARISH LIBRARY,City,"104,786",1,8,0
LA0049,ST. TAMMANY PARISH LIBRARY,Suburban,"273,263",1,11,0
LA0050,RAPIDES PARISH LIBRARY,City,"127,189",1,9,1
LA0051,OUACHITA PARISH PUBLIC LIBRARY,City,"157,702",1,9,1
LA0052,LAFAYETTE PUBLIC LIBRARY,City,"247,866",1,8,1
LA0053,CALCASIEU PARISH PUBLIC LIBRARY,City,"202,418",1,11,0
LA0054,SHREVE MEMORIAL LIBRARY,City,"229,025",1,20,1
LA0055,EAST BATON ROUGE PARISH LIBRARY,City,"450,544",1,13,3
LA0056,CATAHOULA PARISH LIBRARY,Rural,"8,566",1,2,1
LA0057,JEFFERSON PARISH LIBRARY,City,"425,884",1,14,0
LA0058,NEW ORLEANS PUBLIC LIBRARY,City,"369,749",1,14,0
LA0059,JENNINGS CARNEGIE PUBLIC LIBRARY,Town,"9,697",1,0,0
LA0060,MORGAN CITY PUBLIC LIBRARY,Town,"11,156",1,0,0
LA0061,OPELOUSAS PUBLIC LIBRARY,Town,"15,558",1,0,0
LA0062,WEST CARROLL PARISH LIBRARY,Rural,"9,475",1,0,0
LA0063,MADISON PARISH LIBRARY,Town,"9,478",1,0,0
LA0064,BIENVILLE PARISH LIBRARY,Town,"12,641",1,4,0
LA0065,ARMAND J. BRINKHAUS SOUTH ST. LANDRY COMMUNITY LIBRARY,Town,"4,365",1,0,0
LA0067,WEST FELICIANA PARISH LIBRARY,Rural,"15,381",1,0,0
LA0069,KROTZ SPRINGS MUNICIPAL PUBLIC LIBRARY,Rural,898,1,0,0
MA0001,ABINGTON PUBLIC LIBRARY,Suburban,"17,062",1,0,0
MA0002,ACTON MEMORIAL LIBRARY,Suburban,"23,000",1,1,0
MA0003,ACUSHNET PUBLIC LIBRARY,Rural,"10,559",1,0,0
MA0004,ADAMS FREE LIBRARY,Suburban,"8,166",1,0,0
MA0005,AGAWAM PUBLIC LIBRARY,Suburban,"28,692",1,0,0
MA0006,ALFORD FREE PUBLIC LIBRARY,Rural,486,1,0,0
MA0007,AMESBURY PUBLIC LIBRARY,Suburban,"17,366",1,0,0
MA0008,"JONES LIBRARY, INC.",Suburban,"39,263",1,2,0
MA0009,MEMORIAL HALL LIBRARY,Suburban,"36,569",1,0,0
MA0010,ROBBINS LIBRARY,Suburban,"46,308",1,1,0
MA0011,STEVENS MEMORIAL LIBRARY,Rural,"6,315",1,0,0
MA0012,ASHBY FREE PUBLIC LIBRARY,Suburban,"3,193",1,0,0
MA0013,BELDING MEMORIAL LIBRARY,Rural,"1,695",1,0,0
MA0014,ASHLAND PUBLIC LIBRARY,Suburban,"18,832",1,0,0
MA0015,ATHOL PUBLIC LIBRARY,Town,"11,945",1,0,0
MA0016,ATTLEBORO PUBLIC LIBRARY,Suburban,"46,461",1,0,0
MA0017,AUBURN FREE PUBLIC LIBRARY,Suburban,"16,889",1,0,0
MA0018,AVON PUBLIC LIBRARY,Suburban,"4,777",1,0,0
MA0019,AYER PUBLIC LIBRARY,Suburban,"8,479",1,0,0
MA0020,STURGIS LIBRARY,Rural,"6,569",1,0,0
MA0021,WOODS MEMORIAL LIBRARY,Rural,"5,530",1,0,0
MA0022,"BECKET ATHENAEUM, INC.",Rural,"2,425",1,0,0
MA0023,BEDFORD FREE PUBLIC LIBRARY,Suburban,"14,383",1,0,0
MA0024,CLAPP MEMORIAL LIBRARY,Suburban,"15,350",1,0,0
MA0025,BELLINGHAM PUBLIC LIBRARY,Suburban,"16,945",1,0,0
MA0026,BELMONT PUBLIC LIBRARY,Suburban,"27,295",1,0,0
MA0027,BERKLEY PUBLIC LIBRARY,Rural,"6,764",1,0,0
MA0028,BERLIN PUBLIC LIBRARY,Suburban,"3,158",1,0,0
MA0029,CUSHMAN LIBRARY,Rural,"2,102",1,0,0
MA0030,BEVERLY PUBLIC LIBRARY,Suburban,"42,670",1,1,1
MA0031,BILLERICA PUBLIC LIBRARY,Suburban,"42,119",1,0,0
MA0032,BLACKSTONE FREE PUBLIC LIBRARY,Suburban,"9,208",1,0,0
MA0033,PORTER MEMORIAL LIBRARY,Rural,"1,215",1,0,0
MA0034,BOLTON PUBLIC LIBRARY,Rural,"5,665",1,0,0
MA0035,BOSTON PUBLIC LIBRARY,City,"675,647",1,24,0
MA0036,JONATHAN BOURNE PUBLIC LIBRARY,Suburban,"20,452",1,0,0
MA0037,SARGENT MEMORIAL LIBRARY,Suburban,"5,506",1,0,0
MA0038,BOXFORD TOWN LIBRARY,Rural,"8,203",1,0,0
MA0039,BOYLSTON PUBLIC LIBRARY,Rural,"4,849",1,0,0
MA0040,THAYER PUBLIC LIBRARY,Suburban,"39,143",1,0,0
MA0041,BREWSTER LADIES' LIBRARY,Suburban,"10,318",1,0,0
MA0042,BRIDGEWATER PUBLIC LIBRARY,Suburban,"28,633",1,0,0
MA0043,BRIMFIELD PUBLIC LIBRARY,Rural,"3,694",1,0,0
MA0044,BROCKTON PUBLIC LIBRARY,Suburban,"105,643",1,2,0
MA0045,MERRICK PUBLIC LIBRARY,Town,"3,439",1,0,0
MA0046,BROOKLINE PUBLIC LIBRARY,Suburban,"63,191",1,2,0
MA0047,BUCKLAND PUBLIC LIBRARY,Rural,"1,816",1,0,0
MA0048,BURLINGTON PUBLIC LIBRARY,Suburban,"26,377",1,0,0
MA0049,CAMBRIDGE PUBLIC LIBRARY,City,"118,403",1,6,0
MA0050,CANTON PUBLIC LIBRARY,Suburban,"24,370",1,0,0
MA0051,GLEASON PUBLIC LIBRARY,Rural,"5,237",1,0,0
MA0052,CARVER PUBLIC LIBRARY,Suburban,"11,645",1,0,0
MA0053,TYLER MEMORIAL LIBRARY,Rural,"1,538",1,0,0
MA0054,CHARLTON PUBLIC LIBRARY,Rural,"13,315",1,0,0
MA0055,ELDREDGE PUBLIC LIBRARY,Suburban,"6,528",1,0,0
MA0056,CHELMSFORD PUBLIC LIBRARY,Suburban,"36,392",1,1,0
MA0057,CHELSEA PUBLIC LIBRARY,Suburban,"40,787",1,0,0
MA0058,CHESHIRE PUBLIC LIBRARY,Suburban,"3,258",1,0,0
MA0059,HAMILTON MEMORIAL LIBRARY,Rural,"1,228",1,0,0
MA0061,CHICOPEE PUBLIC LIBRARY,Suburban,"55,560",1,1,1
MA0062,CHILMARK FREE PUBLIC LIBRARY,Rural,"1,212",1,0,0
MA0063,CLARKSBURG TOWN LIBRARY,Town,"1,657",1,0,0
MA0064,BIGELOW FREE PUBLIC LIBRARY,Suburban,"15,428",1,0,0
MA0065,PAUL PRATT MEMORIAL LIBRARY,Suburban,"8,381",1,0,0
MA0066,GRISWOLD MEMORIAL LIBRARY,Rural,"1,606",1,0,0
MA0067,CONCORD FREE PUBLIC LIBRARY,Suburban,"18,491",1,1,0
MA0068,FIELD MEMORIAL LIBRARY,Rural,"1,761",1,0,0
MA0069,BRYANT FREE LIBRARY,Rural,829,1,0,0
MA0070,DALTON FREE PUBLIC LIBRARY,Suburban,"6,330",1,0,0
MA0071,PEABODY INSTITUTE LIBRARY,Suburban,"28,087",1,0,0
MA0072,DARTMOUTH PUBLIC LIBRARIES,Suburban,"33,783",1,1,0
MA0073,DEDHAM PUBLIC LIBRARY,Suburban,"25,364",1,1,0
MA0074,TILTON LIBRARY,Town,"5,090",1,0,0
MA0075,DENNIS MEMORIAL LIBRARY ASSOC.,Suburban,"2,274",1,0,0
MA0076,DIGHTON PUBLIC LIBRARY,Suburban,"8,101",1,0,0
MA0077,SIMON FAIRFIELD PUBLIC LIBRARY,Suburban,"8,983",1,0,0
MA0078,DOVER TOWN LIBRARY,Suburban,"5,923",1,0,0
MA0079,MOSES GREELEY PARKER MEMORIAL LIB.,Suburban,"32,617",1,0,0
MA0080,PEARLE L. CRAWFORD MEMORIAL LIBRARY,Suburban,"11,921",1,0,0
MA0081,DUNSTABLE FREE PUBLIC LIBRARY,Rural,"3,358",1,0,0
MA0082,DUXBURY FREE LIBRARY,Suburban,"16,090",1,0,0
MA0083,EAST BRIDGEWATER PUBLIC LIBRARY,Suburban,"14,440",1,0,0
MA0084,EAST BROOKFIELD PUBLIC LIBRARY,Town,"2,224",1,0,0
MA0085,EAST LONGMEADOW PUBLIC LIBRARY,Suburban,"16,430",1,0,0
MA0086,EASTHAM PUBLIC LIBRARY,Suburban,"5,752",1,0,0
MA0087,EMILY WILLISTON MEMORIAL LIBRARY,Suburban,"16,211",1,0,0
MA0088,"AMES FREE LIBRARY OF EASTON, INC.",Suburban,"25,058",1,0,0
MA0089,EDGARTOWN FREE PUBLIC LIBRARY,Rural,"5,168",1,0,0
MA0090,EGREMONT FREE LIBRARY,Rural,"1,372",1,0,0
MA0091,ERVING PUBLIC LIBRARY,Town,"1,665",1,0,0
MA0092,T.O.H.P. BURNHAM FREE LIBRARY,Suburban,"3,675",1,0,0
MA0093,EVERETT PUBLIC LIBRARIES,Suburban,"49,075",1,1,0
MA0094,MILLICENT LIBRARY,Suburban,"15,924",1,0,0
MA0095,FALL RIVER PUBLIC LIBRARY,Suburban,"94,000",1,0,0
MA0096,FALMOUTH PUBLIC LIBRARY,Suburban,"31,887",1,2,0
MA0097,FITCHBURG PUBLIC LIBRARY,Suburban,"41,946",1,0,0
MA0098,FLORIDA PUBLIC LIBRARY,Rural,694,1,0,0
MA0099,BOYDEN LIBRARY,Suburban,"18,618",1,0,0
MA0100,FRAMINGHAM PUBLIC LIBRARY,City,"72,362",1,1,0
MA0101,FRANKLIN PUBLIC LIBRARY,Suburban,"33,261",1,0,0
MA0103,LEVI HEYWOOD MEMORIAL LIBRARY,Suburban,"21,287",1,0,0
MA0104,AQUINNAH PUBLIC LIBRARY,Rural,439,1,0,0
MA0105,GEORGETOWN PEABODY LIBRARY,Suburban,"8,470",1,0,0
MA0106,SLATE MEMORIAL LIBRARY,Rural,"1,551",1,0,0
MA0107,GLOUCESTER LYCEUM & SAWYER FREE LIB,Suburban,"29,729",1,0,0
MA0108,GOSHEN FREE PUBLIC LIBRARY,Rural,960,1,0,0
MA0109,CUTTYHUNK PUBLIC LIBRARY,Rural,70,1,0,0
MA0110,GRAFTON PUBLIC LIBRARY,Suburban,"19,664",1,0,0
MA0111,GRANBY FREE PUBLIC LIBRARY,Rural,"6,110",1,0,0
MA0112,GRANVILLE PUBLIC LIBRARY,Rural,"1,538",1,0,0
MA0113,MASON LIBRARY,Town,"7,172",1,1,0
MA0114,GREENFIELD PUBLIC LIBRARY,Town,"17,768",1,0,0
