FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Internet Computers,Computer Uses,Wireless Sessions
WI0235,OOSTBURG PUBLIC LIBRARY,Town,,"7,011",2,504,"5,602"
WI0236,OREGON PUBLIC LIBRARY,Town,,"18,287",13,"3,341","167,122"
WI0237,ORFORDVILLE PUBLIC LIBRARY,Rural,,"3,864",6,"1,203",752
WI0238,WILBERG MEMORIAL PUBLIC LIBRARY,Town,,"8,474",14,"1,229","39,480"
WI0239,OSHKOSH PUBLIC LIBRARY,City,,"81,319",37,"19,271","77,400"
WI0240,HAUGE MEMORIAL LIBRARY,Rural,,"3,858",5,657,"2,571"
WI0241,OWEN PUBLIC LIBRARY,Rural,,"2,469",2,326,"3,467"
WI0242,OXFORD PUBLIC LIBRARY,Rural,,"1,381",4,248,"5,940"
WI0243,PACKWAUKEE PUBLIC LIBRARY,Rural,,"1,802",3,510,"7,380"
WI0245,ANGIE WILLIAMS COX PUBLIC LIBRARY,Rural,,"3,575",4,780,"40,293"
WI0246,PARK FALLS PUBLIC LIBRARY,Rural,,"5,393",6,"9,030","4,726"
WI0247,PEPIN PUBLIC LIBRARY,Rural,,"2,791",5,780,"2,039"
WI0249,ELEANOR ELLIS PUBLIC LIBRARY,Rural,,"1,242",3,202,"6,882"
WI0250,PHILLIPS PUBLIC LIBRARY,Rural,,"7,132",4,"1,189","7,105"
WI0251,LEON-SAXEVILLE TOWNSHIP LIBRARY,Rural,,"2,851",2,420,"2,880"
WI0253,KRAEMER LIBRARY & COMMUNITY CENTER,Rural,,"2,388",6,798,"86,540"
WI0254,PLAINFIELD PUBLIC LIBRARY,Rural,,"2,233",6,985,"1,620"
WI0255,PLATTEVILLE PUBLIC LIBRARY,Town,,"17,253",37,"7,714","21,597"
WI0256,PLUM CITY PUBLIC LIBRARY,Rural,,"2,240",4,845,992
WI0257,PLYMOUTH PUBLIC LIBRARY,Town,,"15,464",7,"2,868","8,535"
WI0258,W.J. NIEDERKORN LIBRARY,Suburban,,"17,730",10,"4,701","14,511"
WI0259,PORTAGE PUBLIC LIBRARY,Town,,"17,498",15,"5,757","141,908"
WI0260,POY SIPPI PUBLIC LIBRARY,Rural,,"1,020",3,153,"1,620"
WI0261,POYNETTE AREA PUBLIC LIBRARY,Rural,,"6,938",5,"6,107","51,148"
WI0262,PRAIRIE DU CHIEN MEMORIAL LIBRARY,Town,,"12,327",10,"2,221","3,173"
WI0263,RUTH CULVER COMMUNITY LIBRARY,Town,,"7,563",17,"1,923","229,413"
WI0265,PRESCOTT PUBLIC LIBRARY,Town,,"8,257",8,"1,319","3,161"
WI0266,PRESQUE ISLE COMMUNITY LIBRARY,Rural,,808,7,50,"5,316"
WI0267,PRINCETON PUBLIC LIBRARY,Rural,,"2,836",9,"2,011","5,760"
WI0268,RACINE PUBLIC LIBRARY,City,,"136,057",70,"10,180","11,417"
WI0269,HUTCHINSON MEMORIAL LIBRARY,Rural,,"2,974",4,581,"18,731"
WI0270,LAKEVIEW COMMUNITY LIBRARY,Rural,,"5,717",4,"1,080","3,634"
WI0271,REDGRANITE PUBLIC LIBRARY,Rural,,"2,442",2,356,"3,240"
WI0272,REEDSBURG PUBLIC LIBRARY,Town,,"16,861",17,"4,718","207,368"
WI0273,RHINELANDER DISTRICT LIBRARY,Town,,"21,977",10,"3,291","7,644"
WI0274,RIB LAKE PUBLIC LIBRARY,Rural,,"1,550",5,"1,237","5,287"
WI0275,RICE LAKE PUBLIC LIBRARY,Town,,"20,774",17,"6,288",
WI0275,RICE LAKE PUBLIC LIBRARY,Town,Data Note: Missing,"20,774",,,-1
WI0276,BREWER PUBLIC LIBRARY,Town,,"15,083",9,"1,794","4,543"
WI0277,RIO COMMUNITY LIBRARY,Rural,,"3,042",6,"1,879",188
WI0278,RIPON PUBLIC LIBRARY,Town,,"11,990",7,"3,947","14,940"
WI0279,RIVER FALLS PUBLIC LIBRARY,Town,,"23,085",37,"8,348",
WI0279,RIVER FALLS PUBLIC LIBRARY,Town,Data Note: Missing,"23,085",,,-1
WI0280,HAZEL MACKIN COMMUNITY LIBRARY,Rural,,"8,337",8,"1,057","3,645"
WI0281,ROCHESTER PUBLIC LIBRARY,Town,,"6,297",4,572,"4,407"
WI0282,ROCK SPRINGS PUBLIC LIBRARY,Rural,,970,5,272,"16,657"
WI0283,COMMUNITY LIBRARY,Rural,,"32,517",42,"7,299","38,488"
WI0285,GEORGE CULVER COMMUNITY LIBRARY,Town,,"7,119",9,"3,485","105,311"
WI0289,MUEHL PUBLIC LIBRARY,Town,,"8,194",12,"1,062","1,804"
WI0290,BRIGHAM MEMORIAL LIBRARY,Rural,,"1,827",5,279,530
WI0291,SHAWANO COUNTY LIBRARY,Town,,"41,192",24,"5,118","15,530"
WI0292,MEAD PUBLIC LIBRARY,City,,"64,965",70,"26,182","74,720"
WI0293,SHEBOYGAN FALLS MEMORIAL LIBRARY,Suburban,,"14,435",3,"3,433","10,611"
WI0294,SHELL LAKE PUBLIC LIBRARY,Rural,,"3,706",6,"1,045","13,611"
WI0295,SHIOCTON PUBLIC LIBRARY,Rural,,"2,266",3,99,660
WI0296,SHOREWOOD PUBLIC LIBRARY,Suburban,,"13,810",24,"14,436","9,915"
WI0297,MCCOY PUBLIC LIBRARY,Rural,,"4,798",8,"4,725",724
WI0298,SLINGER COMMUNITY LIBRARY,Suburban,,"13,660",9,926,"5,858"
WI0299,SOLDIERS GROVE PUBLIC LIBRARY,Rural,,"1,975",8,"1,399","1,527"
WI0300,SOMERSET PUBLIC LIBRARY,Town,,"8,390",9,"1,184","3,746"
WI0301,SOUTH MILWAUKEE PUBLIC LIBRARY,Suburban,,"20,705",10,"6,969","4,884"
WI0302,SPARTA FREE LIBRARY,Town,,"18,602",15,"2,512","110,930"
WI0303,SPOONER MEMORIAL LIBRARY,Town,,"12,949",8,"2,447","31,601"
WI0304,SPRING GREEN COMMUNITY LIBRARY,Rural,,"4,087",6,"1,434","108,133"
WI0305,SPRING VALLEY PUBLIC LIBRARY,Rural,,"2,603",4,910,"2,486"
WI0307,D.R. MOON MEMORIAL LIBRARY,Town,,"7,244",9,824,"2,472"
WI0308,JEAN M. THOMSEN MEMORIAL LIBRARY,Rural,,833,5,661,"1,245"
WI0309,PORTAGE COUNTY PUBLIC LIBRARY,Town,,"70,037",43,"14,123","284,198"
WI0310,STOUGHTON PUBLIC LIBRARY,Suburban,,"19,333",8,"9,797","187,276"
WI0311,STRUM PUBLIC LIBRARY,Rural,,"1,926",4,224,"9,640"
WI0312,DOOR COUNTY LIBRARY,Town,,"30,328",42,"8,532","45,797"
WI0313,ST. FRANCIS PUBLIC LIBRARY,Suburban,,"9,161",10,"5,921","4,193"
WI0314,SUN PRAIRIE PUBLIC LIBRARY,Suburban,,"51,097",33,"12,729","409,112"
WI0315,SUPERIOR PUBLIC LIBRARY,Suburban,,"44,547",24,"7,386","26,349"
WI0318,THERESA PUBLIC LIBRARY,Rural,,"2,480",4,473,480
WI0319,THORP PUBLIC LIBRARY,Rural,,"4,780",7,987,"1,109"
WI0320,EDWARD U. DEMMER MEMORIAL LIBRARY,Rural,,"2,866",8,"1,161","9,105"
WI0321,TOMAH PUBLIC LIBRARY,Town,,"17,618",12,"2,396",
WI0321,TOMAH PUBLIC LIBRARY,Town,Data Note: Missing,"17,618",,,-1
WI0322,TOMAHAWK PUBLIC LIBRARY,Town,,"8,943",6,"1,769","7,249"
WI0323,SHIRLEY M. WRIGHT MEMORIAL LIBRARY,Rural,,"5,577",10,"1,334","24,041"
WI0324,TURTLE LAKE PUBLIC LIBRARY,Rural,,"1,811",7,"1,820","1,640"
WI0325,LESTER PUBLIC LIBRARY,Town,,"17,270",17,"2,539",
WI0325,LESTER PUBLIC LIBRARY,Town,Data Note: Missing,"17,270",,,-1
WI0326,GRAHAM PUBLIC LIBRARY,Town,,"11,472",8,"1,889","1,918"
WI0327,VERONA PUBLIC LIBRARY,Suburban,,"22,846",39,"6,563","593,303"
WI0328,LESTER PUBLIC LIBRARY OF VESPER,Rural,,"1,410",8,155,155
WI0329,VIOLA PUBLIC LIBRARY,Rural,,"1,515",5,516,"1,227"
WI0330,MCINTOSH MEMORIAL LIBRARY,Town,,"15,707",11,"1,864",
WI0330,MCINTOSH MEMORIAL LIBRARY,Town,Data Note: Missing,"15,707",,,-1
WI0331,WABENO PUBLIC LIBRARY,Rural,,"1,407",2,315,"1,078"
WI0332,WALWORTH MEMORIAL LIBRARY,Town,,"6,262",11,"1,879","1,217"
WI0333,WASHBURN PUBLIC LIBRARY,Rural,,"5,203",6,985,"15,625"
WI0334,WATERFORD PUBLIC LIBRARY,Town,,"24,847",9,"2,804","6,295"
WI0335,KARL JUNGINGER MEMORIAL LIBRARY,Rural,,"4,928",15,788,"2,532"
WI0336,WATERTOWN PUBLIC LIBRARY,Town,,"30,587",14,"7,631","18,338"
WI0337,WAUKESHA PUBLIC LIBRARY,City,,"87,944",40,"26,476","10,951"
WI0338,WAUNAKEE PUBLIC LIBRARY,Suburban,,"22,151",13,"4,646","308,279"
WI0339,WAUPACA AREA PUBLIC LIBRARY,Town,,"17,471",57,"5,750","7,956"
WI0340,WAUPUN PUBLIC LIBRARY,Town,,"13,599",12,"5,275","9,761"
WI0341,MARATHON COUNTY PUBLIC LIBRARY,City,,"134,892",84,"21,343",
WI0341,MARATHON COUNTY PUBLIC LIBRARY,City,Data Note: Missing,"134,892",,,-1
WI0342,WAUTOMA PUBLIC LIBRARY,Town,,"9,963",12,"2,242","12,600"
WI0343,WAUWATOSA PUBLIC LIBRARY,Suburban,,"48,819",45,"18,881","29,424"
WI0344,WEST ALLIS PUBLIC LIBRARY,Suburban,,"63,479",71,"30,017",
WI0344,WEST ALLIS PUBLIC LIBRARY,Suburban,Data Note: Missing,"63,479",,,-1
WI0345,WEST BEND COMMUNITY MEMORIAL LIBRARY,Suburban,,"57,165",16,"7,875","35,341"
WI0346,WESTBORO PUBLIC LIBRARY,Rural,,720,6,370,682
WI0347,BEKKUM MEMORIAL PUBLIC LIBRARY,Rural,,"4,727",7,"1,218","12,840"
WI0348,ETHEL EVERHARD MEMORIAL LIBRARY,Rural,,"4,420",6,"1,086","4,320"
WI0349,WEYAUWEGA PUBLIC LIBRARY,Rural,,"4,042",7,950,"1,473"
WI0350,WHITEFISH BAY PUBLIC LIBRARY,Suburban,,"14,907",34,"12,359","11,845"
WI0351,WHITEHALL PUBLIC LIBRARY,Rural,,"3,435",8,"1,118",
WI0351,WHITEHALL PUBLIC LIBRARY,Rural,Data Note: Missing,"3,435",,,-1
WI0352,IRVIN L. YOUNG MEMORIAL LIBRARY,Town,,"17,352",16,"2,106",
WI0352,IRVIN L. YOUNG MEMORIAL LIBRARY,Town,Data Note: Missing,"17,352",,,-1
WI0353,PATTERSON MEMORIAL LIBRARY,Rural,,"3,514",11,"1,293","10,080"
WI0354,BARRETT MEMORIAL LIBRARY,Town,,"6,536",10,"1,230","2,705"
WI0355,WILTON PUBLIC LIBRARY,Rural,,"2,210",3,120,"10,503"
WI0356,WINCHESTER PUBLIC LIBRARY,Rural,,530,4,248,"8,833"
WI0357,WINNECONNE PUBLIC LIBRARY,Town,,"7,034",4,607,"12,780"
WI0358,WINTER PUBLIC LIBRARY,Rural,,"2,840",4,"1,965","8,895"
WI0359,KILBOURN PUBLIC LIBRARY,Town,,"7,413",19,"15,542","101,988"
WI0360,MCMILLAN MEMORIAL LIBRARY,Town,,"35,511",22,"11,822","303,319"
WI0361,WITHEE PUBLIC LIBRARY,Rural,,"1,475",4,452,"5,208"
WI0362,WONEWOC PUBLIC LIBRARY,Rural,,"1,726",9,951,"45,519"
WI0363,WOODVILLE COMMUNITY LIBRARY,Rural,,"2,522",3,210,"6,640"
WI0366,BRUCE AREA LIBRARY,Rural,,"1,858",4,599,"2,211"
WI0369,FRANK B. KOLLER MEMORIAL LIBRARY,Rural,,"1,619",4,357,"9,780"
WI0370,ONEIDA COMMUNITY LIBRARY,Rural,,"4,555",22,"1,390",849
WI0375,BLACK CREEK VILLAGE LIBRARY,Rural,,"7,223",5,629,"3,701"
WI0376,BLAIR-PRESTON PUBLIC LIBRARY,Rural,,"2,640",6,879,"13,294"
WI0377,G.E. BLESKACEK FAMILY MEMORIAL LIBRARY,Town,,"9,624",8,"1,661","5,421"
WI0378,CADOTT COMMUNITY LIBRARY,Rural,,"3,877",4,449,"6,633"
WI0379,COLOMA PUBLIC LIBRARY,Rural,,"1,313",5,593,"16,020"
WI0380,DODGEVILLE PUBLIC LIBRARY,Town,,"11,590",14,"2,378","3,107"
WI0381,DORCHESTER PUBLIC LIBRARY,Rural,,"1,156",3,98,"1,142"
WI0382,GERALDINE E. ANDERSON VILLAGE LIBRARY,Town,,"1,882",3,111,"2,016"
WI0384,FLORENCE COUNTY LIBRARY,Rural,,"4,575",8,244,"1,096"
WI0385,U.S.S. LIBERTY MEMORIAL PUBLIC LIBRARY,Suburban,,"18,066",13,"10,107","14,763"
WI0386,GRANTON COMMUNITY LIBRARY,Rural,,"2,667",28,"2,003",
WI0386,GRANTON COMMUNITY LIBRARY,Rural,Data Note: Missing,"2,667",,,-1
WI0387,HAWKINS AREA LIBRARY,Rural,,572,13,499,
WI0387,HAWKINS AREA LIBRARY,Rural,Data Note: Missing,572,,,-1
WI0388,HUSTISFORD COMMUNITY LIBRARY,Rural,,"5,658",7,"1,029",746
WI0389,IRON RIDGE PUBLIC LIBRARY,Rural,,"1,379",3,79,662
WI0390,LA CROSSE COUNTY LIBRARY,Suburban,,"69,966",33,"10,891","248,730"
WI0391,LAKES COUNTRY PUBLIC LIBRARY,Rural,,"9,183",5,"1,445","6,773"
WI0392,LODI WOMAN'S CLUB PUBLIC LIBRARY,Town,,"9,280",4,"1,823","55,909"
WI0394,MARINETTE COUNTY CONSOLIDATED PUBLIC LIBRARY SERVICE,Town,,"41,912",35,"5,780","15,371"
WI0395,T.B. SCOTT FREE LIBRARY,Town,,"19,488",26,"6,548","12,500"
WI0396,MUKWONAGO COMMUNITY LIBRARY,Town,,"23,107",11,"4,609",
WI0396,MUKWONAGO COMMUNITY LIBRARY,Town,Data Note: Missing,"23,107",,,-1
WI0397,POWERS MEMORIAL LIBRARY,Rural,,"3,644",5,252,
WI0397,POWERS MEMORIAL LIBRARY,Rural,Data Note: Missing,"3,644",,,-1
WI0399,PITTSVILLE COMMUNITY LIBRARY,Rural,,"3,373",2,264,
WI0399,PITTSVILLE COMMUNITY LIBRARY,Rural,Data Note: Missing,"3,373",,,-1
WI0400,REESEVILLE PUBLIC LIBRARY,Rural,,"1,285",3,181,448
WI0402,CLARELLA HACKETT JOHNSON PUBLIC LIBRARY,Rural,,"1,078",3,137,"1,207"
WI0403,OSCAR GRADY PUBLIC LIBRARY,Suburban,,"7,384",6,"1,231","4,388"
WI0404,PLUM LAKE PUBLIC LIBRARY,Rural,,"2,480",4,317,"11,296"
WI0405,SCANDINAVIA PUBLIC LIBRARY,Rural,,"1,455",3,154,706
WI0406,ST. CROIX FALLS PUBLIC LIBRARY,Rural,,"5,614",15,"1,557","13,794"
WI0407,SURING AREA PUBLIC LIBRARY,Rural,,"6,030",5,272,"7,226"
WI0408,PAULINE HAASS PUBLIC LIBRARY,Suburban,,"23,828",13,"3,564","17,796"
WI0410,READSTOWN PUBLIC LIBRARY,Rural,,409,4,312,
WI0410,READSTOWN PUBLIC LIBRARY,Rural,Data Note: Missing,409,,,-1
WI0413,LAC COURTE OREILLES OJIBWA COLLEGE COMMUNITY LIBRARY,Rural,,"2,340",30,"3,312",
WI0413,LAC COURTE OREILLES OJIBWA COLLEGE COMMUNITY LIBRARY,Rural,Data Note: Missing,"2,340",,,-1
WI0415,LARSEN FAMILY PUBLIC LIBRARY,Rural,,"8,403",10,"1,782","18,456"
WI0416,CASHTON MEMORIAL LIBRARY,Rural,,"4,569",5,170,"3,235"
WI0418,GILLETT PUBLIC LIBRARY,Rural,,"2,183",10,"1,757","3,680"
WI0419,NORWALK PUBLIC LIBRARY,Rural,,"1,327",8,652,
WI0419,NORWALK PUBLIC LIBRARY,Rural,Data Note: Missing,"1,327",,,-1
WI0420,E.D. LOCKE PUBLIC LIBRARY,Suburban,,"13,451",15,"2,803","187,676"
WI0421,PEWAUKEE PUBLIC LIBRARY,Suburban,,"28,397",12,"4,803","10,442"
WI0422,WYOCENA PUBLIC LIBRARY,Rural,,967,3,307,"12,488"
WI0423,BRICKL MEMORIAL LIBRARY,Rural,,"4,076",5,179,"1,039"
WI0424,FITCHBURG PUBLIC LIBRARY,Suburban,,"33,788",45,"5,836","350,113"
WI9017,ETTRICK PUBLIC LIBRARY,Rural,,"1,145",3,164,"3,678"
WI9018,TAYLOR MEMORIAL LIBRARY,Rural,,713,6,244,"19,237"
WI9019,KNUTSON MEMORIAL LIBRARY,Rural,,"1,914",5,310,"4,053"
WI9021,EVELYN GOLDBERG BRIGGS MEMORIAL LIBRARY,Rural,,"4,139",6,"1,624","23,046"
WI9024,LESTER PUBLIC LIBRARY OF ROME,Rural,,"3,111",9,"1,080","21,156"
WI9025,S. VERNA FOWLER ACADEMIC LIBRARY / MENOMINEE PUBLIC LIBRARY,Rural,,"4,266",9,172,
WI9025,S. VERNA FOWLER ACADEMIC LIBRARY / MENOMINEE PUBLIC LIBRARY,Rural,Data Note: Missing,"4,266",,,-1
WI9026,LITTLE CHUTE PUBLIC LIBRARY,Suburban,,"20,324",8,"3,832","11,923"
WV0001,RALEIGH COUNTY PUBLIC LIBRARY,City,,"78,859",12,"4,602","2,544"
WV0002,CRAFT MEMORIAL LIBRARY,Town,,"49,805",7,"2,299",
WV0002,CRAFT MEMORIAL LIBRARY,Town,Data Note: Missing,"49,805",,,-1
WV0003,PRINCETON PUBLIC LIBRARY,Town,,"12,459",10,"3,752",
WV0003,PRINCETON PUBLIC LIBRARY,Town,Data Note: Missing,"12,459",,,-1
WV0004,CABELL COUNTY PUBLIC LIBRARY,City,,"96,319",69,"13,644","2,207"
WV0005,MINGO COUNTY PUBLIC LIBRARY,Rural,,"22,510",26,"1,260",44
WV0006,WILLIAMSON PUBLIC LIBRARY,Town,,"4,329",8,100,
WV0006,WILLIAMSON PUBLIC LIBRARY,Town,Data Note: Missing,"4,329",,,-1
WV0007,PUTNAM COUNTY LIBRARY,Rural,,"55,486",44,"4,804","4,236"
WV0008,WAYNE COUNTY PUBLIC LIBRARY,Suburban,,"42,481",32,"3,124",80
WV0009,KANAWHA COUNTY PUBLIC LIBRARY,City,,"173,591",82,"23,100","19,832"
WV0011,NITRO PUBLIC LIBRARY,Suburban,,"6,022",7,805,"1,010"
WV0012,SOUTH CHARLESTON PUBLIC LIBRARY,Suburban,,"13,450",12,"4,195","1,700"
WV0014,ROANE COUNTY PUBLIC LIBRARY,Town,,"14,926",19,"3,130",
WV0014,ROANE COUNTY PUBLIC LIBRARY,Town,Data Note: Missing,"14,926",,,-1
WV0015,CALHOUN COUNTY PUBLIC LIBRARY,Rural,,"7,627",5,478,0
WV0016,CLAY COUNTY PUBLIC LIBRARY,Rural,,"9,386",21,852,
WV0016,CLAY COUNTY PUBLIC LIBRARY,Rural,Data Note: Missing,"9,386",,,-1
WV0017,DODDRIDGE COUNTY PUBLIC LIBRARY,Rural,,"8,202",7,"1,534",
WV0017,DODDRIDGE COUNTY PUBLIC LIBRARY,Rural,Data Note: Missing,"8,202",,,-1
WV0018,RITCHIE COUNTY PUBLIC LIBRARY,Rural,,"10,449",17,"7,101",
WV0018,RITCHIE COUNTY PUBLIC LIBRARY,Rural,Data Note: Missing,"10,449",,,-1
WV0019,DORA BEE WOODYARD MEMORIAL LIBRARY,Rural,,"5,717",7,925,206
WV0020,PARKERSBURG/WOOD CO. PUBLIC LIBRARY,City,,"76,207",30,"11,141",
WV0020,PARKERSBURG/WOOD CO. PUBLIC LIBRARY,City,Data Note: Missing,"76,207",,,-1
WV0021,PLEASANTS COUNTY PUBLIC LIBRARY,Town,,"7,605",7,"1,100",
WV0021,PLEASANTS COUNTY PUBLIC LIBRARY,Town,Data Note: Missing,"7,605",,,-1
WV0022,VIENNA PUBLIC LIBRARY,City,,"10,749",8,"1,051","9,936"
WV0023,MORGANTOWN PUBLIC LIBRARY,City,,"96,189",19,"7,690",
WV0023,MORGANTOWN PUBLIC LIBRARY,City,Data Note: Missing,"96,189",,,-1
WV0024,KINGWOOD PUBLIC LIBRARY,Town,,"20,112",7,"1,424",
WV0024,KINGWOOD PUBLIC LIBRARY,Town,Data Note: Missing,"20,112",,,-1
WV0025,TERRA ALTA PUBLIC LIBRARY,Rural,,"13,408",5,194,
WV0025,TERRA ALTA PUBLIC LIBRARY,Rural,Data Note: Missing,"13,408",,,-1
WV0026,UPSHUR COUNTY PUBLIC LIBRARY,Rural,,"18,615",9,"2,993",
WV0026,UPSHUR COUNTY PUBLIC LIBRARY,Rural,Data Note: Missing,"18,615",,,-1
WV0027,BELINGTON PUBLIC LIBRARY,Rural,,"7,050",13,"1,196",
WV0027,BELINGTON PUBLIC LIBRARY,Rural,Data Note: Missing,"7,050",,,-1
WV0028,PHILIPPI PUBLIC LIBRARY,Town,,"9,539",9,"1,267",
WV0028,PHILIPPI PUBLIC LIBRARY,Town,Data Note: Missing,"9,539",,,-1
WV0029,CHARLES W. GIBSON PUBLIC LIBRARY,Town,,"5,639",1,468,
WV0029,CHARLES W. GIBSON PUBLIC LIBRARY,Town,Data Note: Missing,"5,639",,,-1
WV0030,ELKINS-RANDOLPH PUBLIC LIBRARY,Town,,"14,097",17,144,
WV0030,ELKINS-RANDOLPH PUBLIC LIBRARY,Town,Data Note: Missing,"14,097",,,-1
WV0031,HELVETIA PUBLIC LIBRARY,Rural,,"3,808",2,461,
WV0031,HELVETIA PUBLIC LIBRARY,Rural,Data Note: Missing,"3,808",,,-1
WV0032,VALLEY HEAD PUBLIC LIBRARY,Rural,,"4,337",10,780,
WV0032,VALLEY HEAD PUBLIC LIBRARY,Rural,Data Note: Missing,"4,337",,,-1
WV0033,RUSSELL MEMORIAL PUBLIC LIBRARY,Rural,,"4,840",10,"1,003",
WV0033,RUSSELL MEMORIAL PUBLIC LIBRARY,Rural,Data Note: Missing,"4,840",,,-1
WV0034,PIONEER MEMORIAL PUBLIC LIBRARY,Rural,,"2,323",6,120,145
WV0035,FIVE RIVERS PUBLIC LIBRARY,Rural,,"4,035",6,903,
WV0035,FIVE RIVERS PUBLIC LIBRARY,Rural,Data Note: Missing,"4,035",,,-1
WV0036,MOUNTAINTOP PUBLIC LIBRARY,Rural,,"3,106",4,372,
WV0036,MOUNTAINTOP PUBLIC LIBRARY,Rural,Data Note: Missing,"3,106",,,-1
WV0037,GASSAWAY PUBLIC LIBRARY,Rural,,"5,400",5,402,
WV0037,GASSAWAY PUBLIC LIBRARY,Rural,Data Note: Missing,"5,400",,,-1
WV0038,SUTTON PUBLIC LIBRARY,Rural,,"5,400",11,780,0
WV0039,BURNSVILLE PUBLIC LIBRARY,Rural,,"3,723",8,394,228
WV0040,CLARKSBURG-HARRISON PUBLIC LIBRARY,Town,,"56,660",7,"3,250",
WV0040,CLARKSBURG-HARRISON PUBLIC LIBRARY,Town,Data Note: Missing,"56,660",,,-1
WV0041,BRIDGEPORT PUBLIC LIBRARY,Town,,"8,149",8,"1,467",
WV0041,BRIDGEPORT PUBLIC LIBRARY,Town,Data Note: Missing,"8,149",,,-1
WV0042,SOUTHERN AREA PUBLIC LIBRARY,Rural,,496,8,"4,417",
WV0042,SOUTHERN AREA PUBLIC LIBRARY,Rural,Data Note: Missing,496,,,-1
WV0043,LOWE PUBLIC LIBRARY,Town,,"2,201",5,"2,000",
WV0043,LOWE PUBLIC LIBRARY,Town,Data Note: Missing,"2,201",,,-1
WV0044,NUTTER FORT PUBLIC LIBRARY,Town,,"1,593",3,305,
WV0044,NUTTER FORT PUBLIC LIBRARY,Town,Data Note: Missing,"1,593",,,-1
WV0045,TAYLOR COUNTY PUBLIC LIBRARY,Town,,"16,895",9,"1,570",
WV0045,TAYLOR COUNTY PUBLIC LIBRARY,Town,Data Note: Missing,"16,895",,,-1
WV0046,KEYSER-MINERAL COUNTY PUBLIC LIBRARY,Town,,"26,737",10,"1,673",
WV0046,KEYSER-MINERAL COUNTY PUBLIC LIBRARY,Town,Data Note: Missing,"26,737",,,-1
WV0047,PIEDMONT PUBLIC LIBRARY,Town,,"1,475",6,"5,140",
WV0047,PIEDMONT PUBLIC LIBRARY,Town,Data Note: Missing,"1,475",,,-1
WV0048,GRANT COUNTY PUBLIC LIBRARY,Town,,"11,937",14,"2,635",
WV0048,GRANT COUNTY PUBLIC LIBRARY,Town,Data Note: Missing,"11,937",,,-1
WV0049,PENDLETON COUNTY PUBLIC LIBRARY,Rural,,"7,695",8,457,0
WV0050,HAMPSHIRE COUNTY PUBLIC LIBRARY,Rural,,"18,814",12,"2,635",
WV0050,HAMPSHIRE COUNTY PUBLIC LIBRARY,Rural,Data Note: Missing,"18,814",,,-1
WV0051,HARDY COUNTY PUBLIC LIBRARY,Town,,"14,025",16,927,
WV0051,HARDY COUNTY PUBLIC LIBRARY,Town,Data Note: Missing,"14,025",,,-1
WV0052,CAPON BRIDGE PUBLIC LIBRARY,Rural,,"5,150",11,274,
WV0052,CAPON BRIDGE PUBLIC LIBRARY,Rural,Data Note: Missing,"5,150",,,-1
WV0053,MARTINSBURG-BERKELEY CO. PUBLIC LIBRARY,City,,"104,169",32,"8,938",
WV0053,MARTINSBURG-BERKELEY CO. PUBLIC LIBRARY,City,Data Note: Missing,"104,169",,,-1
WV0054,BOLIVAR-HARPERS FERRY PUBLIC LIBRARY,Rural,,"17,833",8,"1,030",955
WV0055,SOUTH JEFFERSON PUBLIC LIBRARY,Rural,,"17,833",8,273,
WV0055,SOUTH JEFFERSON PUBLIC LIBRARY,Rural,Data Note: Missing,"17,833",,,-1
WV0057,SHEPHERDSTOWN PUBLIC LIBRARY,Town,,"17,833",6,184,
WV0057,SHEPHERDSTOWN PUBLIC LIBRARY,Town,Data Note: Missing,"17,833",,,-1
WV0058,MORGAN COUNTY PUBLIC LIBRARY,Rural,,"11,693",8,"1,823",
WV0058,MORGAN COUNTY PUBLIC LIBRARY,Rural,Data Note: Missing,"11,693",,,-1
WV0059,PAW PAW PUBLIC LIBRARY,Rural,,"5,848",5,387,
WV0059,PAW PAW PUBLIC LIBRARY,Rural,Data Note: Missing,"5,848",,,-1
WV0060,OHIO COUNTY PUBLIC LIBRARY,City,,"44,443",15,"7,493","1,352"
WV0061,MOUNDSVILLE-MARSHALL COUNTY PUBLIC LIBRARY,Suburban,,"33,107",21,"3,280","1,013"
WV0062,HUNDRED PUBLIC LIBRARY,Rural,,"2,917",3,196,
WV0062,HUNDRED PUBLIC LIBRARY,Rural,Data Note: Missing,"2,917",,,-1
WV0063,NEW MARTINSVILLE PUBLIC LIBRARY,Town,,"8,262",5,"1,786",
WV0063,NEW MARTINSVILLE PUBLIC LIBRARY,Town,Data Note: Missing,"8,262",,,-1
WV0064,PADEN CITY PUBLIC LIBRARY,Town,,"4,545",6,482,204
WV0065,PINE GROVE PUBLIC LIBRARY,Rural,,"2,915",3,247,168
WV0066,SISTERSVILLE PUBLIC LIBRARY,Rural,,"3,584",4,"5,654",
WV0066,SISTERSVILLE PUBLIC LIBRARY,Rural,Data Note: Missing,"3,584",,,-1
WV0067,TYLER COUNTY PUBLIC LIBRARY,Rural,,"3,567",3,858,343
WV0068,MARY H. WEIR PUBLIC LIBRARY,City,,"23,326",10,"1,200",
WV0068,MARY H. WEIR PUBLIC LIBRARY,City,Data Note: Missing,"23,326",,,-1
WV0069,SWANEY MEMORIAL LIBRARY,Rural,,"4,411",8,414,256
WV0070,LYNN MURRAY MEMORIAL LIBRARY,Town,,"6,957",7,996,
